Radio Mano analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Radio Mano
8:00  -  8:14,60755118,Northern,Kasama,Rural,Male,0,None,D,Some high school,Roman Catholic,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
15:45  -  15:59,60755118,Northern,Kasama,Rural,Male,0,None,D,Some high school,Roman Catholic,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
19:15  -  19:29,60755118,Northern,Kasama,Rural,Male,0,None,D,Some high school,Roman Catholic,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
17:15  -  17:29,60755118,Northern,Kasama,Rural,Male,0,None,D,Some high school,Roman Catholic,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
16:30  -  16:44,60755118,Northern,Kasama,Rural,Male,0,None,D,Some high school,Roman Catholic,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:15  -  7:29,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
11:00  -  11:14,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
18:00  -  18:14,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
6:30  -  6:44,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
16:15  -  16:29,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
6:45  -  6:59,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
16:45  -  16:59,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
10:45  -  10:59,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
6:15  -  6:29,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
6:00  -  6:14,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
11:15  -  11:29,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
17:45  -  17:59,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
16:30  -  16:44,60755120,Northern,Kasama,Rural,Female,1,None,C2,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:45  -  17:59,18:00  -  18:14,,,,,,,"
9:30  -  9:44,60755122,Northern,Kasama,Rural,Female,1,None,C2,Some high school,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
8:45  -  8:59,60755122,Northern,Kasama,Rural,Female,1,None,C2,Some high school,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
8:15  -  8:29,60755122,Northern,Kasama,Rural,Female,1,None,C2,Some high school,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
9:15  -  9:29,60755122,Northern,Kasama,Rural,Female,1,None,C2,Some high school,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
8:00  -  8:14,60755122,Northern,Kasama,Rural,Female,1,None,C2,Some high school,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
9:00  -  9:14,60755122,Northern,Kasama,Rural,Female,1,None,C2,Some high school,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
8:30  -  8:44,60755122,Northern,Kasama,Rural,Female,1,None,C2,Some high school,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,25 – 34,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
14:45  -  14:59,60774041,Northern,Kasama,Rural,Female,0,None,C2,Some primary school,Other Christian,Housewife,Do not know,No Income,Yes,25 – 34,",,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,,,,,"
14:30  -  14:44,60774041,Northern,Kasama,Rural,Female,0,None,C2,Some primary school,Other Christian,Housewife,Do not know,No Income,Yes,25 – 34,",,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,,,,,"
15:00  -  15:14,60774041,Northern,Kasama,Rural,Female,0,None,C2,Some primary school,Other Christian,Housewife,Do not know,No Income,Yes,25 – 34,",,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,,,,,"
6:45  -  6:59,60774042,Northern,Kasama,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,"
6:30  -  6:44,60774042,Northern,Kasama,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,"
6:15  -  6:29,60774042,Northern,Kasama,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,",,,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,"
18:00  -  18:14,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
9:30  -  9:44,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
8:45  -  8:59,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
9:45  -  9:59,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
17:00  -  17:14,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
8:15  -  8:29,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
18:15  -  18:29,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
10:00  -  10:14,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
11:15  -  11:29,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
9:15  -  9:29,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
10:15  -  10:29,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
8:00  -  8:14,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
10:30  -  10:44,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
10:45  -  10:59,60774043,Northern,Kasama,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:15  -  11:29,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,"
