Maria analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Maria
5:00  -  5:14,60636972,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",5:00  -  5:14,,,,,,"
5:00  -  5:14,60639283,Eastern,Chipata,Urban,Female,1,One,C1,Some high school,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",5:00  -  5:14,,,,,,"
5:00  -  5:14,60640632,Eastern,Chipata,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Housewife,D,"K 2,500   -  K 3,154",Yes,19 – 24,",5:00  -  5:14,,,,,,"
9:00  -  9:14,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,",5:00  -  5:14,9:00  -  9:14,,,,,,"
5:00  -  5:14,60643021,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 2,500   -  K 3,154",Yes,19 – 24,",5:00  -  5:14,9:00  -  9:14,,,,,,"
15:00  -  15:14,60644669,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,",5:00  -  5:14,7:00  -  7:14,,,,,,5:00  -  5:14,15:00  -  15:14"
7:00  -  7:14,60644669,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,",5:00  -  5:14,7:00  -  7:14,,,,,,5:00  -  5:14,15:00  -  15:14"
5:00  -  5:14,60644669,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,",5:00  -  5:14,7:00  -  7:14,,,,,,5:00  -  5:14,15:00  -  15:14"
6:00  -  6:14,60648302,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Unemployed [NOT SEEKING A JOB],D,"K 2,500   -  K 3,154",Yes,45+,",5:00  -  5:14,17:00  -  17:14,,,,,,5:00  -  5:14,6:00  -  6:14,16:00  -  16:14"
17:00  -  17:14,60648302,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Unemployed [NOT SEEKING A JOB],D,"K 2,500   -  K 3,154",Yes,45+,",5:00  -  5:14,17:00  -  17:14,,,,,,5:00  -  5:14,6:00  -  6:14,16:00  -  16:14"
16:00  -  16:14,60648302,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Unemployed [NOT SEEKING A JOB],D,"K 2,500   -  K 3,154",Yes,45+,",5:00  -  5:14,17:00  -  17:14,,,,,,5:00  -  5:14,6:00  -  6:14,16:00  -  16:14"
5:00  -  5:14,60648302,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Unemployed [NOT SEEKING A JOB],D,"K 2,500   -  K 3,154",Yes,45+,",5:00  -  5:14,17:00  -  17:14,,,,,,5:00  -  5:14,6:00  -  6:14,16:00  -  16:14"
5:00  -  5:14,60650383,Eastern,Chipata,Urban,Male,1,None,C1,Some university,Other Christian,Working Part-Time,C1,"K 1675- K2,499",Yes,19 – 24,",5:00  -  5:14,,,,,,"
8:45  -  8:59,60651315,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,No,19 – 24,"8:00  -  8:14,8:45  -  8:59,10:45  -  10:59,14:00  -  14:14,14:45  -  14:59,16:00  -  16:14,16:45  -  16:59,,,,,,"
16:00  -  16:14,60651315,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,No,19 – 24,"8:00  -  8:14,8:45  -  8:59,10:45  -  10:59,14:00  -  14:14,14:45  -  14:59,16:00  -  16:14,16:45  -  16:59,,,,,,"
14:00  -  14:14,60651315,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,No,19 – 24,"8:00  -  8:14,8:45  -  8:59,10:45  -  10:59,14:00  -  14:14,14:45  -  14:59,16:00  -  16:14,16:45  -  16:59,,,,,,"
14:45  -  14:59,60651315,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,No,19 – 24,"8:00  -  8:14,8:45  -  8:59,10:45  -  10:59,14:00  -  14:14,14:45  -  14:59,16:00  -  16:14,16:45  -  16:59,,,,,,"
16:45  -  16:59,60651315,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,No,19 – 24,"8:00  -  8:14,8:45  -  8:59,10:45  -  10:59,14:00  -  14:14,14:45  -  14:59,16:00  -  16:14,16:45  -  16:59,,,,,,"
10:45  -  10:59,60651315,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,No,19 – 24,"8:00  -  8:14,8:45  -  8:59,10:45  -  10:59,14:00  -  14:14,14:45  -  14:59,16:00  -  16:14,16:45  -  16:59,,,,,,"
8:00  -  8:14,60651315,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,No,19 – 24,"8:00  -  8:14,8:45  -  8:59,10:45  -  10:59,14:00  -  14:14,14:45  -  14:59,16:00  -  16:14,16:45  -  16:59,,,,,,"
16:00  -  16:14,60651316,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Student,C1,Under K 849,No,19 – 24,",7:00  -  7:14,7:45  -  7:59,10:00  -  10:14,10:45  -  10:59,,,,,,16:00  -  16:14,17:45  -  17:59,"
7:45  -  7:59,60651316,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Student,C1,Under K 849,No,19 – 24,",7:00  -  7:14,7:45  -  7:59,10:00  -  10:14,10:45  -  10:59,,,,,,16:00  -  16:14,17:45  -  17:59,"
10:00  -  10:14,60651316,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Student,C1,Under K 849,No,19 – 24,",7:00  -  7:14,7:45  -  7:59,10:00  -  10:14,10:45  -  10:59,,,,,,16:00  -  16:14,17:45  -  17:59,"
7:00  -  7:14,60651316,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Student,C1,Under K 849,No,19 – 24,",7:00  -  7:14,7:45  -  7:59,10:00  -  10:14,10:45  -  10:59,,,,,,16:00  -  16:14,17:45  -  17:59,"
10:45  -  10:59,60651316,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Student,C1,Under K 849,No,19 – 24,",7:00  -  7:14,7:45  -  7:59,10:00  -  10:14,10:45  -  10:59,,,,,,16:00  -  16:14,17:45  -  17:59,"
17:45  -  17:59,60651316,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Student,C1,Under K 849,No,19 – 24,",7:00  -  7:14,7:45  -  7:59,10:00  -  10:14,10:45  -  10:59,,,,,,16:00  -  16:14,17:45  -  17:59,"
6:00  -  6:14,60651318,Eastern,Petauke,Urban,Female,1,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",No,19 – 24,",6:00  -  6:14,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,,,,,,"
7:45  -  7:59,60651318,Eastern,Petauke,Urban,Female,1,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",No,19 – 24,",6:00  -  6:14,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,,,,,,"
9:45  -  9:59,60651318,Eastern,Petauke,Urban,Female,1,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",No,19 – 24,",6:00  -  6:14,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,,,,,,"
9:00  -  9:14,60651318,Eastern,Petauke,Urban,Female,1,None,C2,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",No,19 – 24,",6:00  -  6:14,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,,,,,,"
12:00  -  12:14,60669890,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34,",5:00  -  5:14,12:00  -  12:14,,,,,,"
5:00  -  5:14,60669890,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 1675- K2,499",Yes,25 – 34,",5:00  -  5:14,12:00  -  12:14,,,,,,"
5:00  -  5:14,60679397,Eastern,Chipata,Urban,Male,0,None,C1,Completed high School,Roman Catholic,Working Full-Time,C2,"K 6,103   -  K 7,892",Yes,25 – 34,",5:00  -  5:14,,,,,,"
6:00  -  6:14,60683147,Eastern,Chipata,Urban,Female,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,45+,"5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,15:00  -  15:14"
15:00  -  15:14,60683147,Eastern,Chipata,Urban,Female,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,45+,"5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,15:00  -  15:14"
5:00  -  5:14,60683147,Eastern,Chipata,Urban,Female,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,45+,"5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,,5:00  -  5:14,6:00  -  6:14,5:00  -  5:14,6:00  -  6:14,15:00  -  15:14"
20:15  -  20:29,60685545,Eastern,Chipata,Urban,Female,1,One,C1,Some university,Roman Catholic,Working Full-Time,C1,"K 14,632 -  K 17,499",Yes,25 – 34,"5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,5:00  -  5:14,20:00  -  20:14,5:00  -  5:14,20:00  -  20:14,20:00  -  20:14,20:15  -  20:29,5:00  -  5:14,,5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,6:00  -  6:14"
20:00  -  20:14,60685545,Eastern,Chipata,Urban,Female,1,One,C1,Some university,Roman Catholic,Working Full-Time,C1,"K 14,632 -  K 17,499",Yes,25 – 34,"5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,5:00  -  5:14,20:00  -  20:14,5:00  -  5:14,20:00  -  20:14,20:00  -  20:14,20:15  -  20:29,5:00  -  5:14,,5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,6:00  -  6:14"
5:00  -  5:14,60685545,Eastern,Chipata,Urban,Female,1,One,C1,Some university,Roman Catholic,Working Full-Time,C1,"K 14,632 -  K 17,499",Yes,25 – 34,"5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,5:00  -  5:14,20:00  -  20:14,5:00  -  5:14,20:00  -  20:14,20:00  -  20:14,20:15  -  20:29,5:00  -  5:14,,5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,6:00  -  6:14"
7:00  -  7:14,60685545,Eastern,Chipata,Urban,Female,1,One,C1,Some university,Roman Catholic,Working Full-Time,C1,"K 14,632 -  K 17,499",Yes,25 – 34,"5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,5:00  -  5:14,20:00  -  20:14,5:00  -  5:14,20:00  -  20:14,20:00  -  20:14,20:15  -  20:29,5:00  -  5:14,,5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,6:00  -  6:14"
6:00  -  6:14,60685545,Eastern,Chipata,Urban,Female,1,One,C1,Some university,Roman Catholic,Working Full-Time,C1,"K 14,632 -  K 17,499",Yes,25 – 34,"5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,5:00  -  5:14,20:00  -  20:14,5:00  -  5:14,20:00  -  20:14,20:00  -  20:14,20:15  -  20:29,5:00  -  5:14,,5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,6:00  -  6:14"
5:30  -  5:44,60687020,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",5:00  -  5:14,5:30  -  5:44,,,,,,"
5:00  -  5:14,60687020,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",5:00  -  5:14,5:30  -  5:44,,,,,,"
13:15  -  13:29,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,,,,,,"
13:30  -  13:44,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,,,,,,"
13:00  -  13:14,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,,,,,,"
14:00  -  14:14,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,,,,,,"
14:45  -  14:59,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,,,,,,"
13:45  -  13:59,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"13:00  -  13:14,13:15  -  13:29,14:00  -  14:14,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,,,,,,"
15:00  -  15:14,60701172,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Roman Catholic,Refused/ don’t know (DON’T READ),D,Under K 849,Yes,45+,",5:00  -  5:14,15:00  -  15:14,,,,,,"
5:00  -  5:14,60701172,Eastern,Chipata,Rural,Female,1,None,D,Some high school,Roman Catholic,Refused/ don’t know (DON’T READ),D,Under K 849,Yes,45+,",5:00  -  5:14,15:00  -  15:14,,,,,,"
21:00  -  21:14,60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44,"5:00  -  5:14,6:00  -  6:14,19:30  -  19:44,21:00  -  21:14,5:00  -  5:14,5:00  -  5:14,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,19:30  -  19:44,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,10:30  -  10:44,5:00  -  5:14,8:00  -  8:14,,5:00  -  5:14,19:30  -  19:44,5:00  -  5:14,21:00  -  21:14,22:00  -  22:14"
22:00  -  22:14,60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44,"5:00  -  5:14,6:00  -  6:14,19:30  -  19:44,21:00  -  21:14,5:00  -  5:14,5:00  -  5:14,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,19:30  -  19:44,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,10:30  -  10:44,5:00  -  5:14,8:00  -  8:14,,5:00  -  5:14,19:30  -  19:44,5:00  -  5:14,21:00  -  21:14,22:00  -  22:14"
5:00  -  5:14,60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44,"5:00  -  5:14,6:00  -  6:14,19:30  -  19:44,21:00  -  21:14,5:00  -  5:14,5:00  -  5:14,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,19:30  -  19:44,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,10:30  -  10:44,5:00  -  5:14,8:00  -  8:14,,5:00  -  5:14,19:30  -  19:44,5:00  -  5:14,21:00  -  21:14,22:00  -  22:14"
20:30  -  20:44,60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44,"5:00  -  5:14,6:00  -  6:14,19:30  -  19:44,21:00  -  21:14,5:00  -  5:14,5:00  -  5:14,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,19:30  -  19:44,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,10:30  -  10:44,5:00  -  5:14,8:00  -  8:14,,5:00  -  5:14,19:30  -  19:44,5:00  -  5:14,21:00  -  21:14,22:00  -  22:14"
7:00  -  7:14,60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44,"5:00  -  5:14,6:00  -  6:14,19:30  -  19:44,21:00  -  21:14,5:00  -  5:14,5:00  -  5:14,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,19:30  -  19:44,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,10:30  -  10:44,5:00  -  5:14,8:00  -  8:14,,5:00  -  5:14,19:30  -  19:44,5:00  -  5:14,21:00  -  21:14,22:00  -  22:14"
10:30  -  10:44,60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44,"5:00  -  5:14,6:00  -  6:14,19:30  -  19:44,21:00  -  21:14,5:00  -  5:14,5:00  -  5:14,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,19:30  -  19:44,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,10:30  -  10:44,5:00  -  5:14,8:00  -  8:14,,5:00  -  5:14,19:30  -  19:44,5:00  -  5:14,21:00  -  21:14,22:00  -  22:14"
8:00  -  8:14,60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44,"5:00  -  5:14,6:00  -  6:14,19:30  -  19:44,21:00  -  21:14,5:00  -  5:14,5:00  -  5:14,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,19:30  -  19:44,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,10:30  -  10:44,5:00  -  5:14,8:00  -  8:14,,5:00  -  5:14,19:30  -  19:44,5:00  -  5:14,21:00  -  21:14,22:00  -  22:14"
6:00  -  6:14,60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44,"5:00  -  5:14,6:00  -  6:14,19:30  -  19:44,21:00  -  21:14,5:00  -  5:14,5:00  -  5:14,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,19:30  -  19:44,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,10:30  -  10:44,5:00  -  5:14,8:00  -  8:14,,5:00  -  5:14,19:30  -  19:44,5:00  -  5:14,21:00  -  21:14,22:00  -  22:14"
19:30  -  19:44,60701174,Eastern,Chipata,Urban,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,"K 1675- K2,499",Yes,35 – 44,"5:00  -  5:14,6:00  -  6:14,19:30  -  19:44,21:00  -  21:14,5:00  -  5:14,5:00  -  5:14,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,19:30  -  19:44,20:30  -  20:44,5:00  -  5:14,7:00  -  7:14,10:30  -  10:44,5:00  -  5:14,8:00  -  8:14,,5:00  -  5:14,19:30  -  19:44,5:00  -  5:14,21:00  -  21:14,22:00  -  22:14"
6:00  -  6:14,60701698,Eastern,Chipata,Rural,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,Under K 849,Yes,19 – 24,",5:00  -  5:14,6:00  -  6:14,,,,,,"
5:00  -  5:14,60701698,Eastern,Chipata,Rural,Female,1,None,D,Some primary school,Roman Catholic,Housewife,D,Under K 849,Yes,19 – 24,",5:00  -  5:14,6:00  -  6:14,,,,,,"
9:30  -  9:44,60707458,Eastern,Chipata,Rural,Female,1,None,D,Primary school completed,Roman Catholic,Working Full-Time,D,K 850-K 1674,Yes,19 – 24,",5:00  -  5:14,9:30  -  9:44,,,,,,"
5:00  -  5:14,60707458,Eastern,Chipata,Rural,Female,1,None,D,Primary school completed,Roman Catholic,Working Full-Time,D,K 850-K 1674,Yes,19 – 24,",5:00  -  5:14,9:30  -  9:44,,,,,,"
13:15  -  13:29,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
7:15  -  7:29,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
13:30  -  13:44,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
7:45  -  7:59,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
8:15  -  8:29,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
13:00  -  13:14,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
10:00  -  10:14,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
7:00  -  7:14,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
10:45  -  10:59,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
8:00  -  8:14,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
8:30  -  8:44,60708517,Eastern,Petauke,Urban,Female,1,None,D,Completed high School,Others,Housewife,D,Under K 849,Yes,25 – 34,",7:00  -  7:14,7:15  -  7:29,7:45  -  7:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:00  -  10:14,10:45  -  10:59,,,,"
11:00  -  11:14,60725305,Eastern,Chipata,Rural,Female,1,None,D,Some primary school,Roman Catholic,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"5:00  -  5:14,5:00  -  5:14,9:00  -  9:14,5:00  -  5:14,9:30  -  9:44,11:00  -  11:14,5:00  -  5:14,8:00  -  8:14,5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,12:00  -  12:14,,5:00  -  5:14,15:00  -  15:14,5:00  -  5:14,11:00  -  11:14"
9:30  -  9:44,60725305,Eastern,Chipata,Rural,Female,1,None,D,Some primary school,Roman Catholic,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"5:00  -  5:14,5:00  -  5:14,9:00  -  9:14,5:00  -  5:14,9:30  -  9:44,11:00  -  11:14,5:00  -  5:14,8:00  -  8:14,5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,12:00  -  12:14,,5:00  -  5:14,15:00  -  15:14,5:00  -  5:14,11:00  -  11:14"
12:00  -  12:14,60725305,Eastern,Chipata,Rural,Female,1,None,D,Some primary school,Roman Catholic,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"5:00  -  5:14,5:00  -  5:14,9:00  -  9:14,5:00  -  5:14,9:30  -  9:44,11:00  -  11:14,5:00  -  5:14,8:00  -  8:14,5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,12:00  -  12:14,,5:00  -  5:14,15:00  -  15:14,5:00  -  5:14,11:00  -  11:14"
5:00  -  5:14,60725305,Eastern,Chipata,Rural,Female,1,None,D,Some primary school,Roman Catholic,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"5:00  -  5:14,5:00  -  5:14,9:00  -  9:14,5:00  -  5:14,9:30  -  9:44,11:00  -  11:14,5:00  -  5:14,8:00  -  8:14,5:00  -  5:14,7:00  -  7:14,5:00  -  5:14,12:00  -  12:14,,5:00  -  5:14,15:00  -  15:14,5:00  -  5:14,11:00  -  11:14"
