K FM  Sunday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,K FM  Sunday
6:30  -  6:44,134955409,Luapula,Mansa,Rural,Female,1,,D,No formal education,Christian,Don’t know/refuse,D,Under K 849,,25 – 34,"6:15  -  6:29,6:30  -  6:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:30  -  8:44,11:00  -  11:14,11:15  -  11:29,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:45  -  11:59,134955409,Luapula,Mansa,Rural,Female,1,,D,No formal education,Christian,Don’t know/refuse,D,Under K 849,,25 – 34,"6:15  -  6:29,6:30  -  6:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:30  -  8:44,11:00  -  11:14,11:15  -  11:29,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:00  -  11:14,134955409,Luapula,Mansa,Rural,Female,1,,D,No formal education,Christian,Don’t know/refuse,D,Under K 849,,25 – 34,"6:15  -  6:29,6:30  -  6:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:30  -  8:44,11:00  -  11:14,11:15  -  11:29,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134955409,Luapula,Mansa,Rural,Female,1,,D,No formal education,Christian,Don’t know/refuse,D,Under K 849,,25 – 34,"6:15  -  6:29,6:30  -  6:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:30  -  8:44,11:00  -  11:14,11:15  -  11:29,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134955409,Luapula,Mansa,Rural,Female,1,,D,No formal education,Christian,Don’t know/refuse,D,Under K 849,,25 – 34,"6:15  -  6:29,6:30  -  6:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:30  -  8:44,11:00  -  11:14,11:15  -  11:29,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134955409,Luapula,Mansa,Rural,Female,1,,D,No formal education,Christian,Don’t know/refuse,D,Under K 849,,25 – 34,"6:15  -  6:29,6:30  -  6:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:30  -  8:44,11:00  -  11:14,11:15  -  11:29,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:30  -  12:44,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:15  -  12:29,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:15  -  13:29,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:00  -  13:14,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:45  -  12:59,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134955411,Luapula,Mansa,Rural,Male,2,,D,Tertiary,Christian,Employed for cash,D,Under K 849,,15 – 18,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:00  -  22:14,134868845,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"18:00  -  18:14,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134868845,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"18:00  -  18:14,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134913149,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134913149,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134913149,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134913149,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135026255,Luapula,Kawambwa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:00  -  19:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135119022,Luapula,Samfya,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24,"20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135119026,Luapula,Samfya,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,134698355,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134698355,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:30  -  18:44,134698355,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:45  -  18:59,134698355,Luapula,Nchelenge,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:30  -  12:44,134918194,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"10:00  -  10:14,12:00  -  12:14,12:30  -  12:44,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134918194,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"10:00  -  10:14,12:00  -  12:14,12:30  -  12:44,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134918194,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"10:00  -  10:14,12:00  -  12:14,12:30  -  12:44,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,134918194,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"10:00  -  10:14,12:00  -  12:14,12:30  -  12:44,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134707309,Luapula,Nchelenge,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134707309,Luapula,Nchelenge,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134803653,Luapula,Mansa,Rural,Male,2,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134803653,Luapula,Mansa,Rural,Male,2,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134803653,Luapula,Mansa,Rural,Male,2,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134803653,Luapula,Mansa,Rural,Male,2,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134803653,Luapula,Mansa,Rural,Male,2,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134803653,Luapula,Mansa,Rural,Male,2,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134803653,Luapula,Mansa,Rural,Male,2,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134803653,Luapula,Mansa,Rural,Male,2,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134816266,Luapula,Mansa,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44,"10:00  -  10:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,134841035,Luapula,Mansa,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,134841035,Luapula,Mansa,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"7:00  -  7:14,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:15  -  22:29,134850812,Luapula,Mansa,Urban,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,19 – 24,"22:15  -  22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134867555,Luapula,Mansa,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:00  -  19:14,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134867555,Luapula,Mansa,Rural,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:00  -  19:14,20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:00  -  4:14,134942315,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"4:00  -  4:14,12:00  -  12:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134942315,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"4:00  -  4:14,12:00  -  12:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,134942315,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"4:00  -  4:14,12:00  -  12:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
