Petauke Explorers analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Petauke Explorers
8:15  -  8:29,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
10:00  -  10:14,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
15:45  -  15:59,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
14:00  -  14:14,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
19:45  -  19:59,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
10:15  -  10:29,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
10:30  -  10:44,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
8:00  -  8:14,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
10:45  -  10:59,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
15:00  -  15:14,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
19:00  -  19:14,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
19:15  -  19:29,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
8:30  -  8:44,60832104,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,,15:00  -  15:14,15:45  -  15:59,18:00  -  18:14,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,"
10:45  -  10:59,60832105,Eastern,Petauke,Rural,Female,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,,"
10:15  -  10:29,60832105,Eastern,Petauke,Rural,Female,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,,"
10:30  -  10:44,60832105,Eastern,Petauke,Rural,Female,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,,"
10:00  -  10:14,60832105,Eastern,Petauke,Rural,Female,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,,,,,"
12:00  -  12:14,60832106,Eastern,Petauke,Rural,Female,0,None,D,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,"
18:15  -  18:29,60832106,Eastern,Petauke,Rural,Female,0,None,D,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,"
18:30  -  18:44,60832106,Eastern,Petauke,Rural,Female,0,None,D,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,"
18:45  -  18:59,60832106,Eastern,Petauke,Rural,Female,0,None,D,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,"
12:15  -  12:29,60832106,Eastern,Petauke,Rural,Female,0,None,D,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,"
12:30  -  12:44,60832106,Eastern,Petauke,Rural,Female,0,None,D,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,"
18:00  -  18:14,60832106,Eastern,Petauke,Rural,Female,0,None,D,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,"
12:45  -  12:59,60832106,Eastern,Petauke,Rural,Female,0,None,D,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,,,,,,"
17:00  -  17:14,60832107,Eastern,Petauke,Rural,Female,0,None,C2,Primary school completed,Other Christian,Self employed,D,Under K 849,Yes,45+,",,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,8:00  -  8:14,"
8:00  -  8:14,60832107,Eastern,Petauke,Rural,Female,0,None,C2,Primary school completed,Other Christian,Self employed,D,Under K 849,Yes,45+,",,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,8:00  -  8:14,"
17:30  -  17:44,60832107,Eastern,Petauke,Rural,Female,0,None,C2,Primary school completed,Other Christian,Self employed,D,Under K 849,Yes,45+,",,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,8:00  -  8:14,"
17:45  -  17:59,60832107,Eastern,Petauke,Rural,Female,0,None,C2,Primary school completed,Other Christian,Self employed,D,Under K 849,Yes,45+,",,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,8:00  -  8:14,"
17:15  -  17:29,60832107,Eastern,Petauke,Rural,Female,0,None,C2,Primary school completed,Other Christian,Self employed,D,Under K 849,Yes,45+,",,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,8:00  -  8:14,"
20:15  -  20:29,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
9:45  -  9:59,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
20:00  -  20:14,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
23:30  -  23:44,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
10:00  -  10:14,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
23:00  -  23:14,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
20:45  -  20:59,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
20:30  -  20:44,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
23:15  -  23:29,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
23:45  -  23:59,60832108,Eastern,Petauke,Rural,Female,0,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,25 – 34,",,,,,9:45  -  9:59,10:00  -  10:14,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
23:15  -  23:29,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
20:15  -  20:29,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
6:30  -  6:44,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
20:00  -  20:14,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
23:30  -  23:44,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
6:45  -  6:59,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
23:00  -  23:14,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
23:45  -  23:59,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
6:15  -  6:29,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
6:00  -  6:14,60832109,Eastern,Petauke,Rural,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,,,,,,,20:00  -  20:14,20:15  -  20:29,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,"
14:15  -  14:29,60832110,Eastern,Petauke,Rural,Male,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
14:30  -  14:44,60832110,Eastern,Petauke,Rural,Male,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
17:00  -  17:14,60832110,Eastern,Petauke,Rural,Male,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
14:00  -  14:14,60832110,Eastern,Petauke,Rural,Male,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
14:45  -  14:59,60832110,Eastern,Petauke,Rural,Male,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
17:30  -  17:44,60832110,Eastern,Petauke,Rural,Male,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
17:45  -  17:59,60832110,Eastern,Petauke,Rural,Male,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
17:15  -  17:29,60832110,Eastern,Petauke,Rural,Male,1,None,C2,Some high school,Other Christian,Unemployed [SEEKING A JOB],D,Under K 849,Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
8:45  -  8:59,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
19:30  -  19:44,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
17:00  -  17:14,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
8:15  -  8:29,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
12:00  -  12:14,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
19:45  -  19:59,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
12:15  -  12:29,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
12:30  -  12:44,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
19:00  -  19:14,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
8:00  -  8:14,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
12:45  -  12:59,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
19:15  -  19:29,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
17:15  -  17:29,60886274,Eastern,Petauke,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Self employed,D,Under K 849,Yes,25 – 34,",,,,,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,17:00  -  17:14,17:15  -  17:29,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,"
