Yangeni analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Yangeni
20:15  -  20:29,134871711,Luapula,Mansa,Urban,Female,1,,D,No formal education,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134871711,Luapula,Mansa,Urban,Female,1,,D,No formal education,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134871711,Luapula,Mansa,Urban,Female,1,,D,No formal education,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134871711,Luapula,Mansa,Urban,Female,1,,D,No formal education,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134871711,Luapula,Mansa,Urban,Female,1,,D,No formal education,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134882114,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134882114,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:45  -  18:59,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:30  -  6:44,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:15  -  6:29,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:15  -  7:29,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:45  -  6:59,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:30  -  18:44,134917843,Luapula,Mansa,Rural,Female,2,,D,No formal education,Christian,Not employed,D,Under K 849,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,134942315,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"14:00  -  14:14,16:00  -  16:14,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,134942315,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"14:00  -  14:14,16:00  -  16:14,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134942315,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"14:00  -  14:14,16:00  -  16:14,19:45  -  19:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,134951486,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"17:00  -  17:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134951487,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134991963,Luapula,Kawambwa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"7:45  -  7:59,10:00  -  10:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,134991963,Luapula,Kawambwa,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"7:45  -  7:59,10:00  -  10:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:45  -  14:59,135022687,Luapula,Kawambwa,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"10:45  -  10:59,14:45  -  14:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:45  -  10:59,135022687,Luapula,Kawambwa,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"10:45  -  10:59,14:45  -  14:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:15  -  6:29,134845098,Luapula,Mansa,Urban,Male,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:15  -  6:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,134845098,Luapula,Mansa,Urban,Male,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:15  -  6:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134947086,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,35 – 44,"20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,134947083,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,45+,"9:00  -  9:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,134840558,Luapula,Mansa,Urban,Male,1,,D,Tertiary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"7:00  -  7:14,14:00  -  14:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,134840558,Luapula,Mansa,Urban,Male,1,,D,Tertiary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"7:00  -  7:14,14:00  -  14:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,134876980,Luapula,Mansa,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134912074,Luapula,Mansa,Rural,Male,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,35 – 44,"18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,134951482,Luapula,Mansa,Rural,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,15 – 18,"16:00  -  16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134813953,Luapula,Mansa,Rural,Female,2,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"10:00  -  10:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134868595,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:45  -  18:59,134912072,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"3:30  -  3:44,4:30  -  4:44,5:00  -  5:14,5:30  -  5:44,14:30  -  14:44,15:45  -  15:59,18:45  -  18:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:30  -  14:44,134912072,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"3:30  -  3:44,4:30  -  4:44,5:00  -  5:14,5:30  -  5:44,14:30  -  14:44,15:45  -  15:59,18:45  -  18:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
3:30  -  3:44,134912072,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"3:30  -  3:44,4:30  -  4:44,5:00  -  5:14,5:30  -  5:44,14:30  -  14:44,15:45  -  15:59,18:45  -  18:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:30  -  4:44,134912072,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"3:30  -  3:44,4:30  -  4:44,5:00  -  5:14,5:30  -  5:44,14:30  -  14:44,15:45  -  15:59,18:45  -  18:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:45  -  15:59,134912072,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"3:30  -  3:44,4:30  -  4:44,5:00  -  5:14,5:30  -  5:44,14:30  -  14:44,15:45  -  15:59,18:45  -  18:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134912072,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"3:30  -  3:44,4:30  -  4:44,5:00  -  5:14,5:30  -  5:44,14:30  -  14:44,15:45  -  15:59,18:45  -  18:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:00  -  5:14,134912072,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"3:30  -  3:44,4:30  -  4:44,5:00  -  5:14,5:30  -  5:44,14:30  -  14:44,15:45  -  15:59,18:45  -  18:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:30  -  5:44,134912072,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"3:30  -  3:44,4:30  -  4:44,5:00  -  5:14,5:30  -  5:44,14:30  -  14:44,15:45  -  15:59,18:45  -  18:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:30  -  9:44,134875272,Luapula,Mansa,Rural,Female,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"4:30  -  4:44,5:30  -  5:44,9:30  -  9:44,10:45  -  10:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:45  -  10:59,134875272,Luapula,Mansa,Rural,Female,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"4:30  -  4:44,5:30  -  5:44,9:30  -  9:44,10:45  -  10:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:30  -  4:44,134875272,Luapula,Mansa,Rural,Female,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"4:30  -  4:44,5:30  -  5:44,9:30  -  9:44,10:45  -  10:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:30  -  5:44,134875272,Luapula,Mansa,Rural,Female,2,,D,Primary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"4:30  -  4:44,5:30  -  5:44,9:30  -  9:44,10:45  -  10:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,135030183,Luapula,Kawambwa,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,35 – 44,"14:00  -  14:14,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,135030183,Luapula,Kawambwa,Urban,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,35 – 44,"14:00  -  14:14,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134912070,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134912070,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134949832,Luapula,Mansa,Rural,Female,1,,D,Primary,Christian,Not employed,D,K 850-K 1674,,25 – 34,"18:00  -  18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,134947085,Luapula,Mansa,Rural,Female,1,,D,Secondary,Christian,Not employed,D,K 850-K 1674,,19 – 24,"6:00  -  6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,135149860,Luapula,Samfya,Urban,Female,1,,D,Primary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34,"12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:15  -  14:29,134805094,Luapula,Mansa,Rural,Male,1,,D,Primary,Christian,Employed for cash,D,"K 1675- K2,499",,35 – 44,"3:45  -  3:59,6:30  -  6:44,14:15  -  14:29,19:45  -  19:59,20:15  -  20:29,20:45  -  20:59,21:30  -  21:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
