Millennium analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Millennium
11:15  -  11:29,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,,,,,"
11:45  -  11:59,60689994,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,25 – 34,",,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,,,,,"
17:00  -  17:14,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,"
18:00  -  18:14,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,"
17:30  -  17:44,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,"
17:45  -  17:59,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,"
17:15  -  17:29,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,,"
7:15  -  7:29,60713733,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,D,K 850-K 1674,Yes,35 – 44,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,"
7:45  -  7:59,60713733,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,D,K 850-K 1674,Yes,35 – 44,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,"
7:30  -  7:44,60713733,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,D,K 850-K 1674,Yes,35 – 44,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,"
7:00  -  7:14,60713733,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,D,K 850-K 1674,Yes,35 – 44,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,"
8:00  -  8:14,60713733,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,D,K 850-K 1674,Yes,35 – 44,",,,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,"
9:30  -  9:44,60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+,",,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:15  -  9:29,,,,"
8:45  -  8:59,60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+,",,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:15  -  9:29,,,,"
9:45  -  9:59,60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+,",,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:15  -  9:29,,,,"
8:15  -  8:29,60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+,",,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:15  -  9:29,,,,"
10:00  -  10:14,60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+,",,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:15  -  9:29,,,,"
9:15  -  9:29,60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+,",,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:15  -  9:29,,,,"
8:00  -  8:14,60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+,",,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:15  -  9:29,,,,"
9:00  -  9:14,60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+,",,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:15  -  9:29,,,,"
8:30  -  8:44,60724807,Lusaka,Lusaka,Urban,Male,1,None,AB,Primary school completed,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+,",,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:15  -  9:29,,,,"
19:45  -  19:59,60752638,Lusaka,Kafue,Urban,Male,1,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24,",,5:00  -  5:14,12:15  -  12:29,,,,,19:45  -  19:59,23:15  -  23:29,"
12:15  -  12:29,60752638,Lusaka,Kafue,Urban,Male,1,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24,",,5:00  -  5:14,12:15  -  12:29,,,,,19:45  -  19:59,23:15  -  23:29,"
5:00  -  5:14,60752638,Lusaka,Kafue,Urban,Male,1,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24,",,5:00  -  5:14,12:15  -  12:29,,,,,19:45  -  19:59,23:15  -  23:29,"
23:15  -  23:29,60752638,Lusaka,Kafue,Urban,Male,1,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24,",,5:00  -  5:14,12:15  -  12:29,,,,,19:45  -  19:59,23:15  -  23:29,"
