Radio Christian Voice  Friday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Radio Christian Voice  Friday
6:00  -  6:14,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:45  -  6:59,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:15  -  7:29,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:30  -  7:44,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
7:45  -  7:59,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:15  -  8:29,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:30  -  8:44,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:45  -  8:59,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
9:00  -  9:14,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:15  -  6:29,82183434,Copperbelt,Kitwe,Urban,Female,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
6:00  -  6:14,82184233,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some primary school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,",6:00  -  6:14"
6:00  -  6:14,82188309,Copperbelt,Kitwe,Urban,Female,2,One,C1,Some primary school,Other Christian,A business owner,C1,"K 3,155   -  K 3,890",Yes,35 – 44,",6:00  -  6:14"
22:15  -  22:29,82191079,North-Western,Solwezi,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,19 – 24,",22:00  -  22:14,22:15  -  22:29"
22:00  -  22:14,82191079,North-Western,Solwezi,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,19 – 24,",22:00  -  22:14,22:15  -  22:29"
5:00  -  5:14,82198882,Copperbelt,Kitwe,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,",5:00  -  5:14"
18:00  -  18:14,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,",16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,18:00  -  18:14,18:15  -  18:29"
16:00  -  16:14,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,",16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,18:00  -  18:14,18:15  -  18:29"
16:30  -  16:44,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,",16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,18:00  -  18:14,18:15  -  18:29"
16:15  -  16:29,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,",16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,18:00  -  18:14,18:15  -  18:29"
18:15  -  18:29,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,",16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,18:00  -  18:14,18:15  -  18:29"
20:15  -  20:29,82205275,Copperbelt,Kitwe,Urban,Female,2,None,C1,Primary school completed,Other Christian,A business owner,C1,"K 3,155   -  K 3,890",Yes,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:45  -  20:59,82205275,Copperbelt,Kitwe,Urban,Female,2,None,C1,Primary school completed,Other Christian,A business owner,C1,"K 3,155   -  K 3,890",Yes,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:00  -  20:14,82205275,Copperbelt,Kitwe,Urban,Female,2,None,C1,Primary school completed,Other Christian,A business owner,C1,"K 3,155   -  K 3,890",Yes,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
21:00  -  21:14,82205275,Copperbelt,Kitwe,Urban,Female,2,None,C1,Primary school completed,Other Christian,A business owner,C1,"K 3,155   -  K 3,890",Yes,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:30  -  20:44,82205275,Copperbelt,Kitwe,Urban,Female,2,None,C1,Primary school completed,Other Christian,A business owner,C1,"K 3,155   -  K 3,890",Yes,35 – 44,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
8:00  -  8:14,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:45  -  8:59,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:15  -  8:29,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
8:30  -  8:44,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
9:00  -  9:14,82205276,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
20:15  -  20:29,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
8:00  -  8:14,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:45  -  20:59,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:00  -  20:14,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
21:00  -  21:14,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
7:00  -  7:14,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
6:30  -  6:44,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
6:00  -  6:14,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
6:45  -  6:59,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
7:15  -  7:29,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
7:30  -  7:44,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
7:45  -  7:59,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:30  -  20:44,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
6:15  -  6:29,82205278,Copperbelt,Kitwe,Urban,Female,3,None,C2,Some primary school,Other Christian,A housewife/househusband,C2,"K 3,155   -  K 3,890",Yes,25 – 34,",6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:45  -  20:59,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,",20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
21:00  -  21:14,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,",20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
21:15  -  21:29,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,",20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
21:30  -  21:44,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,",20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
20:30  -  20:44,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,",20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
21:45  -  21:59,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,",20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
11:00  -  11:14,82267632,Copperbelt,Ndola,Urban,Male,2,Two or More,C2,Some university,Other Christian,Student,C2,Do not know,Yes,25 – 34,",11:00  -  11:14"
21:00  -  21:14,82271462,Copperbelt,Kitwe,Urban,Female,2,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C1,Under K 849,Yes,19 – 24,",21:00  -  21:14"
9:15  -  9:29,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
8:00  -  8:14,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:45  -  9:59,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
8:45  -  8:59,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
8:15  -  8:29,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:30  -  9:44,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
8:30  -  8:44,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
9:00  -  9:14,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,",8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59"
6:00  -  6:14,82278491,Copperbelt,Kitwe,Urban,Female,2,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,"K 2,500   -  K 3,154",Yes,35 – 44,",6:00  -  6:14"
14:00  -  14:14,82279663,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",No,35 – 44,",10:00  -  10:14,14:00  -  14:14"
10:00  -  10:14,82279663,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",No,35 – 44,",10:00  -  10:14,14:00  -  14:14"
17:00  -  17:14,82285814,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,",16:00  -  16:14,17:00  -  17:14"
16:00  -  16:14,82285814,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,",16:00  -  16:14,17:00  -  17:14"
16:00  -  16:14,82286032,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,",16:00  -  16:14"
20:15  -  20:29,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:45  -  20:59,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:00  -  20:14,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
21:00  -  21:14,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
20:30  -  20:44,82291924,Copperbelt,Kitwe,Urban,Female,3,None,C2,Completed high School,Other Christian,A housewife/househusband,C2,"K 1675- K2,499",Yes,25 – 34,",20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14"
17:00  -  17:14,82291927,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,25 – 34,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
18:00  -  18:14,82291927,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,25 – 34,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
17:45  -  17:59,82291927,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,25 – 34,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
17:15  -  17:29,82291927,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,25 – 34,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
17:30  -  17:44,82291927,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Other Christian,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,25 – 34,",17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
18:00  -  18:14,82363056,Southern,Livingstone,Urban,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,No,25 – 34,",15:00  -  15:14,18:00  -  18:14"
15:00  -  15:14,82363056,Southern,Livingstone,Urban,Female,1,None,D,Completed high School,Other Christian,Self employed,D,Under K 849,No,25 – 34,",15:00  -  15:14,18:00  -  18:14"
18:30  -  18:44,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:15  -  20:29,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:45  -  20:59,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
20:00  -  20:14,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
19:45  -  19:59,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
19:30  -  19:44,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
18:45  -  18:59,82364581,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Student,D,Under K 849,No,19 – 24,",18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
