FCC Solwezi analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,FCC Solwezi
10:15  -  10:29,82191079,North-Western,Solwezi,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,19 – 24,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14"
21:30  -  21:44,82191079,North-Western,Solwezi,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,19 – 24,"9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,21:00  -  21:14,21:30  -  21:44,22:00  -  22:14"
4:00  -  4:14,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59"
4:15  -  4:29,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59"
4:30  -  4:44,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59"
4:45  -  4:59,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,4:00  -  4:14,4:15  -  4:29,4:30  -  4:44,4:45  -  4:59"
14:15  -  14:29,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44"
14:30  -  14:44,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44"
6:30  -  6:44,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44"
6:45  -  6:59,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44"
14:00  -  14:14,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44"
6:15  -  6:29,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44"
6:00  -  6:14,82204036,North-Western,Solwezi,Urban,Male,2,One,AB,Some university,Other Christian,Working Full-Time,AB,"K 5,365  -  K 6,102",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44"
21:00  -  21:14,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14"
6:30  -  6:44,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14"
12:00  -  12:14,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14"
6:45  -  6:59,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14"
12:15  -  12:29,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14"
7:00  -  7:14,82267136,North-Western,Solwezi,Urban,Female,0,None,C1,Some high school,Other Christian,Self employed,C1,Under K 849,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,12:00  -  12:14,12:15  -  12:29,21:00  -  21:14"
16:00  -  16:14,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:15  -  16:29,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
17:00  -  17:14,82276743,North-Western,Solwezi,Rural,Female,1,None,D,Some primary school,Other Christian,A subsistence farmer/fisherman,D,Under K 849,Yes,19 – 24,"15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
