Hot analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Hot
17:00  -  17:14,60689995,Lusaka,Lusaka,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,"
16:45  -  16:59,60689995,Lusaka,Lusaka,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,"
16:30  -  16:44,60689995,Lusaka,Lusaka,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 3,155   -  K 3,890",Yes,25 – 34,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,"
16:00  -  16:14,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:15  -  16:29,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
17:00  -  17:14,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:45  -  16:59,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:30  -  16:44,60706990,Lusaka,Lusaka,Urban,Female,1,One,AB,Completed high School,Other Christian,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:00  -  16:14,60706991,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:15  -  16:29,60706991,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
17:00  -  17:14,60706991,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:45  -  16:59,60706991,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
16:30  -  16:44,60706991,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,19 – 24,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
6:30  -  6:44,60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,"
7:15  -  7:29,60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,"
7:45  -  7:59,60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,"
8:15  -  8:29,60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,"
7:30  -  7:44,60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,"
6:45  -  6:59,60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,"
7:00  -  7:14,60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,"
8:00  -  8:14,60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,"
8:30  -  8:44,60713732,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,"K 1675- K2,499",Yes,35 – 44,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,"
21:00  -  21:14,60724803,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,"
22:00  -  22:14,60724803,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,"
21:45  -  21:59,60724803,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,"
21:30  -  21:44,60724803,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,"
22:15  -  22:29,60724803,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,"
21:15  -  21:29,60724803,Lusaka,Lusaka,Urban,Male,1,Two or More,AB,Some university,Other Christian,Student,Do not know,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,,"
21:00  -  21:14,60724804,Lusaka,Lusaka,Urban,Male,1,One,C1,Some university,Seventh Day Adventists,Student,No Income,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,"
22:00  -  22:14,60724804,Lusaka,Lusaka,Urban,Male,1,One,C1,Some university,Seventh Day Adventists,Student,No Income,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,"
21:45  -  21:59,60724804,Lusaka,Lusaka,Urban,Male,1,One,C1,Some university,Seventh Day Adventists,Student,No Income,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,"
21:30  -  21:44,60724804,Lusaka,Lusaka,Urban,Male,1,One,C1,Some university,Seventh Day Adventists,Student,No Income,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,"
21:15  -  21:29,60724804,Lusaka,Lusaka,Urban,Male,1,One,C1,Some university,Seventh Day Adventists,Student,No Income,Do not know,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,"
21:00  -  21:14,60724805,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Other Christian,Student,Do not know,K 850-K 1674,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,"
22:00  -  22:14,60724805,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Other Christian,Student,Do not know,K 850-K 1674,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,"
21:45  -  21:59,60724805,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Other Christian,Student,Do not know,K 850-K 1674,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,"
22:30  -  22:44,60724805,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Other Christian,Student,Do not know,K 850-K 1674,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,"
22:45  -  22:59,60724805,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Other Christian,Student,Do not know,K 850-K 1674,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,"
21:30  -  21:44,60724805,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Other Christian,Student,Do not know,K 850-K 1674,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,"
22:15  -  22:29,60724805,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Other Christian,Student,Do not know,K 850-K 1674,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,"
21:15  -  21:29,60724805,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Other Christian,Student,Do not know,K 850-K 1674,Yes,19 – 24,",,,,,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,"
12:00  -  12:14,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,,,,"
12:15  -  12:29,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,,,,"
11:30  -  11:44,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,,,,"
11:15  -  11:29,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,,,,"
11:45  -  11:59,60730748,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some university,Others,Student,C1,K 850-K 1674,Yes,19 – 24,",,,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,,,,"
16:00  -  16:14,60762559,Lusaka,Lusaka,Urban,Male,3,None,C2,Primary school completed,Other Christian,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
16:45  -  16:59,60762559,Lusaka,Lusaka,Urban,Male,3,None,C2,Primary school completed,Other Christian,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
16:15  -  16:29,60762559,Lusaka,Lusaka,Urban,Male,3,None,C2,Primary school completed,Other Christian,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
16:30  -  16:44,60762559,Lusaka,Lusaka,Urban,Male,3,None,C2,Primary school completed,Other Christian,Self employed,D,"K 1675- K2,499",Yes,35 – 44,",,,,,,,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
6:30  -  6:44,60779363,Lusaka,Lusaka,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,,,"
7:15  -  7:29,60779363,Lusaka,Lusaka,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,,,"
7:30  -  7:44,60779363,Lusaka,Lusaka,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,,,"
6:45  -  6:59,60779363,Lusaka,Lusaka,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,,,"
7:00  -  7:14,60779363,Lusaka,Lusaka,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,,,,,,,"
8:00  -  8:14,135122213,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:30  -  6:44,135122213,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:15  -  7:29,135122213,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,135122213,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,135122213,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:45  -  6:59,135122213,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,135122213,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:15  -  6:29,135122213,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,135122213,Central,Kabwe,Urban,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
