,Emmanuel TV  Saturday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Saturday
187,9:45  -  9:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
188,11:15  -  11:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
189,11:30  -  11:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
190,10:00  -  10:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
191,11:00  -  11:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
192,8:00  -  8:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
193,11:45  -  11:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
194,8:45  -  8:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
195,8:30  -  8:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
196,9:15  -  9:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
197,10:45  -  10:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
198,9:00  -  9:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
199,8:15  -  8:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
200,12:15  -  12:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
201,9:45  -  9:59,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
202,9:15  -  9:29,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
203,9:30  -  9:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
204,7:30  -  7:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
205,9:00  -  9:14,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
206,8:15  -  8:29,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
207,8:00  -  8:14,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
208,7:45  -  7:59,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
209,10:00  -  10:14,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
210,8:45  -  8:59,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
211,8:30  -  8:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
212,14:00  -  14:14,82184233,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some primary school,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,14:00  -  14:14
213,12:15  -  12:29,82191573,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some primary school,Other Christian,A business owner,C1,"K 3,891  -  K 4,627",Yes,35 – 44,12:15  -  12:29
214,12:00  -  12:14,82192495,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Self employed,C1,Under K 849,No,25 – 34,"12:00  -  12:14,15:45  -  15:59"
215,15:45  -  15:59,82192495,Southern,Livingstone,Urban,Male,1,None,C1,Completed high School,Other Christian,Self employed,C1,Under K 849,No,25 – 34,"12:00  -  12:14,15:45  -  15:59"
216,12:30  -  12:44,82195184,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,19 – 24,12:30  -  12:44
217,17:45  -  17:59,82198882,Copperbelt,Kitwe,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,17:45  -  17:59
218,6:00  -  6:14,82203700,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,6:00  -  6:14
219,10:00  -  10:14,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,12:00  -  12:14,13:00  -  13:14,17:15  -  17:29"
220,12:00  -  12:14,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,12:00  -  12:14,13:00  -  13:14,17:15  -  17:29"
221,17:15  -  17:29,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,12:00  -  12:14,13:00  -  13:14,17:15  -  17:29"
222,13:00  -  13:14,82212291,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"10:00  -  10:14,12:00  -  12:14,13:00  -  13:14,17:15  -  17:29"
223,11:15  -  11:29,82225751,Copperbelt,Ndola,Urban,Male,3,Two or More,C1,Completed high School,Other Christian,Student,C1,Refusal [Do not show],Yes,19 – 24,11:15  -  11:29
224,12:00  -  12:14,82274453,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,25 – 34,12:00  -  12:14
225,5:15  -  5:29,82278491,Copperbelt,Kitwe,Urban,Female,2,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,C1,"K 2,500   -  K 3,154",Yes,35 – 44,5:15  -  5:29
226,10:00  -  10:14,82281434,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,19 – 24,10:00  -  10:14
227,20:45  -  20:59,82286032,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,20:45  -  20:59
228,6:00  -  6:14,82366370,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 1675- K2,499",Yes,35 – 44,6:00  -  6:14
229,8:00  -  8:14,82369480,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,8:00  -  8:14
230,11:00  -  11:14,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
231,10:15  -  10:29,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
232,10:45  -  10:59,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
233,10:30  -  10:44,82370970,North-Western,Solwezi,Rural,Male,2,None,C1,Completed high School,Other Christian,A subsistence farmer/fisherman,C1,K 850-K 1674,Yes,35 – 44,"10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
234,10:00  -  10:14,82372511,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,10:00  -  10:14
235,13:15  -  13:29,82382796,Copperbelt,Kitwe,Urban,Female,1,None,C1,Completed high School,Other Christian,A housewife/househusband,C1,"K 1675- K2,499",Yes,25 – 34,13:15  -  13:29
236,6:00  -  6:14,82459343,Copperbelt,Kitwe,Urban,Female,1,None,C1,Some university,Other Christian,A business owner,C1,"K 2,500   -  K 3,154",Yes,25 – 34,6:00  -  6:14
237,4:15  -  4:29,60528193,Eastern,Petauke,Urban,Male,0,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,D,"K 1675- K2,499",No,45+,"4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,8:30  -  8:44,8:45  -  8:59"
238,4:45  -  4:59,60528193,Eastern,Petauke,Urban,Male,0,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,D,"K 1675- K2,499",No,45+,"4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,8:30  -  8:44,8:45  -  8:59"
239,4:30  -  4:44,60528193,Eastern,Petauke,Urban,Male,0,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,D,"K 1675- K2,499",No,45+,"4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,8:30  -  8:44,8:45  -  8:59"
240,8:45  -  8:59,60528193,Eastern,Petauke,Urban,Male,0,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,D,"K 1675- K2,499",No,45+,"4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,8:30  -  8:44,8:45  -  8:59"
241,5:00  -  5:14,60528193,Eastern,Petauke,Urban,Male,0,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,D,"K 1675- K2,499",No,45+,"4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,8:30  -  8:44,8:45  -  8:59"
242,8:30  -  8:44,60528193,Eastern,Petauke,Urban,Male,0,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,D,"K 1675- K2,499",No,45+,"4:15  -  4:29,4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,8:30  -  8:44,8:45  -  8:59"
243,8:00  -  8:14,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"8:00  -  8:14,15:00  -  15:14,16:00  -  16:14"
244,15:00  -  15:14,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"8:00  -  8:14,15:00  -  15:14,16:00  -  16:14"
245,16:00  -  16:14,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"8:00  -  8:14,15:00  -  15:14,16:00  -  16:14"
246,11:15  -  11:29,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
247,10:45  -  10:59,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
248,11:00  -  11:14,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
249,11:30  -  11:44,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
250,10:15  -  10:29,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
251,11:45  -  11:59,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
252,10:00  -  10:14,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
253,10:30  -  10:44,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
254,9:45  -  9:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
255,9:15  -  9:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
256,9:30  -  9:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
257,8:45  -  8:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
258,7:30  -  7:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
259,9:00  -  9:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
260,8:15  -  8:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
261,8:00  -  8:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
262,7:45  -  7:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
263,10:00  -  10:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
264,7:15  -  7:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
265,7:00  -  7:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
