,African magic  Saturday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African magic  Saturday
808,10:45  -  10:59,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
809,19:00  -  19:14,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
810,11:15  -  11:29,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
811,19:45  -  19:59,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
812,20:15  -  20:29,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
813,9:45  -  9:59,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
814,20:30  -  20:44,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
815,11:45  -  11:59,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
816,10:15  -  10:29,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
817,19:15  -  19:29,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
818,9:15  -  9:29,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
819,8:15  -  8:29,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
820,21:00  -  21:14,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
821,20:45  -  20:59,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
822,21:15  -  21:29,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
823,19:30  -  19:44,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
824,20:00  -  20:14,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
825,12:15  -  12:29,60745445,Copperbelt,Ndola,Urban,Female,1,One,C2,Any other post-high school qualification,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34,"8:15  -  8:29,8:45  -  8:59,9:15  -  9:29,9:45  -  9:59,10:15  -  10:29,10:45  -  10:59,11:15  -  11:29,11:45  -  11:59,12:15  -  12:29,12:45  -  12:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
826,14:30  -  14:44,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44"
827,15:30  -  15:44,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44"
828,15:00  -  15:14,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44"
829,15:15  -  15:29,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44"
830,14:45  -  14:59,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44"
831,12:45  -  12:59,60753400,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
832,13:45  -  13:59,60753400,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
833,14:00  -  14:14,60753400,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
834,12:30  -  12:44,60753400,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
835,13:00  -  13:14,60753400,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
836,13:15  -  13:29,60753400,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
837,13:30  -  13:44,60753400,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
838,12:00  -  12:14,60753400,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
839,12:15  -  12:29,60753400,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14"
840,6:15  -  6:29,60775512,Copperbelt,Ndola,Urban,Female,1,None,C2,Some primary school,Other Christian,Self employed,D,"K 1675- K2,499",Yes,45+,6:15  -  6:29
841,16:45  -  16:59,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
842,17:00  -  17:14,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
843,14:30  -  14:44,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
844,15:30  -  15:44,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
845,15:00  -  15:14,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
846,15:15  -  15:29,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
847,16:15  -  16:29,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
848,16:00  -  16:14,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
849,15:45  -  15:59,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
850,16:30  -  16:44,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
851,14:45  -  14:59,60825710,Copperbelt,Mufulira,Urban,Female,1,None,C2,Completed high School,Others,Housewife,Do not know,No Income,Yes,19 – 24,"14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
852,19:00  -  19:14,82033095,Eastern,Chipata,Rural,Female,0,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,No,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
853,19:45  -  19:59,82033095,Eastern,Chipata,Rural,Female,0,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,No,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
854,19:15  -  19:29,82033095,Eastern,Chipata,Rural,Female,0,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,No,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
855,20:00  -  20:14,82033095,Eastern,Chipata,Rural,Female,0,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,No,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
856,19:30  -  19:44,82033095,Eastern,Chipata,Rural,Female,0,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,No,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
857,8:15  -  8:29,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
858,8:00  -  8:14,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
859,8:30  -  8:44,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
860,8:45  -  8:59,82117687,Eastern,Chipata,Urban,Male,1,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Do not know,No,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
861,19:00  -  19:14,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
862,18:45  -  18:59,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
863,17:15  -  17:29,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
864,17:00  -  17:14,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
865,18:15  -  18:29,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
866,18:00  -  18:14,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
867,18:30  -  18:44,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
868,17:45  -  17:59,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
869,17:30  -  17:44,82117690,Eastern,Chipata,Rural,Male,1,None,C2,Completed high School,Other Christian,Other (specify),C2,Under K 849,Yes,19 – 24,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14"
870,9:15  -  9:29,82178833,North-Western,Solwezi,Urban,Female,1,None,C2,Some high school,Other Christian,A business owner,C2,K 850-K 1674,Yes,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:45  -  9:59"
871,9:00  -  9:14,82178833,North-Western,Solwezi,Urban,Female,1,None,C2,Some high school,Other Christian,A business owner,C2,K 850-K 1674,Yes,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:45  -  9:59"
872,9:45  -  9:59,82178833,North-Western,Solwezi,Urban,Female,1,None,C2,Some high school,Other Christian,A business owner,C2,K 850-K 1674,Yes,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:45  -  9:59"
873,19:45  -  19:59,82179280,Copperbelt,Ndola,Urban,Male,3,One,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Refusal [Do not show],Yes,25 – 34,19:45  -  19:59
874,12:45  -  12:59,82182407,Copperbelt,Ndola,Urban,Male,2,One,C2,Some high school,Other Christian,Student,C2,"K 43,168 and above",Yes,25 – 34,12:45  -  12:59
875,23:30  -  23:44,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
876,22:15  -  22:29,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
877,21:00  -  21:14,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
878,23:00  -  23:14,82190818,Southern,Livingstone,Urban,Female,1,None,C2,No formal education,Other Christian,A housewife/househusband,C2,Under K 849,No,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
