SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range
134953712,Central,Kapiri Mposhi,Urban,Female,2,,DE,Secondary,Christian,Not employed,D,"K 1675- K2,499",,15 – 18
134957696,Central,Kapiri Mposhi,Urban,Male,2,,DE,Tertiary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34
134962409,Central,Kapiri Mposhi,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,25 – 34
134970709,Central,Kapiri Mposhi,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34
134994916,Central,Kapiri Mposhi,Rural,Female,0,,DE,Primary,Other,Employed not for cash,D,"K 1675- K2,499",,35 – 44
135046406,Central,Kapiri Mposhi,Rural,Male,1,,DE,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,25 – 34
135085248,Central,Kapiri Mposhi,Rural,Female,0,,DE,Primary,Christian,Not employed,D,"K 1675- K2,499",,19 – 24
135087472,Central,Kapiri Mposhi,Rural,Female,3,,DE,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,19 – 24
135090637,Central,Kapiri Mposhi,Rural,Female,0,,DE,Primary,Christian,Not employed,D,"K 1675- K2,499",,45+
135117020,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34
135118015,Central,Kabwe,Urban,Female,0,,DE,Tertiary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34
135120130,Central,Kapiri Mposhi,Rural,Male,1,,DE,Tertiary,Christian,Employed not for cash,D,"K 1675- K2,499",,19 – 24
135120132,Central,Kabwe,Urban,Female,0,,DE,No formal education,Christian,Not employed,D,"K 1675- K2,499",,15 – 18
135120134,Central,Kabwe,Urban,Female,1,,DE,Primary,Other,Not employed,D,"K 1675- K2,499",,25 – 34
135141188,Central,Kabwe,Urban,Female,2,,DE,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,25 – 34
135166576,Central,Kabwe,Urban,Male,2,,DE,Secondary,Christian,Employed for cash,D,"K 1675- K2,499",,45+
135189047,Central,Kabwe,Urban,Female,0,,DE,No formal education,Christian,Not employed,D,"K 1675- K2,499",,35 – 44
135189073,Central,Kabwe,Urban,Female,3,,DE,Tertiary,Christian,Not employed,D,"K 1675- K2,499",,25 – 34
134513819,Western,Kaoma,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,35 – 44
134515873,Western,Kaoma,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134517480,Western,Kaoma,Rural,Male,0,,DE,Tertiary,Christian,Employed for cash,,,,35 – 44
134518996,Western,Kalabo,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,35 – 44
134518997,Western,Kaoma,Urban,Male,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134518998,Western,Kaoma,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
134518999,Western,Kaoma,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134519000,Western,Kaoma,Urban,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
134519001,Western,Kaoma,Urban,Male,0,,DE,Tertiary,Christian,Employed for cash,,,,25 – 34
134519002,Western,Kaoma,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134526918,Western,Kaoma,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,25 – 34
134526919,Western,Kaoma,Urban,Male,0,,DE,Tertiary,Christian,Employed for cash,,,,25 – 34
134526920,Western,Kaoma,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134572195,Western,Lukulu,Urban,Female,0,,DE,Tertiary,Christian,Employed for cash,,,,35 – 44
134821227,Western,Lukulu,Urban,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
134821228,Western,Lukulu,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134821229,Western,Lukulu,Urban,Female,0,,DE,Primary,Christian,Employed for cash,,,,35 – 44
134853638,Western,Lukulu,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134853642,Western,Lukulu,Rural,Male,0,,DE,Secondary,Christian,Not employed,,,,15 – 18
134922160,Western,Mongu,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134922197,Western,Mongu,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,35 – 44
134938643,Western,Mongu,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,35 – 44
134938649,Western,Mongu,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,19 – 24
134947616,Western,Mongu,Urban,Female,0,,DE,No formal education,Christian,Not employed,,,,25 – 34
134958538,Western,Mongu,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
134975260,Western,Mongu,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,35 – 44
134975264,Western,Mongu,Urban,Male,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134985625,Western,Mongu,Rural,Male,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
134994565,Western,Mongu,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
134995098,Western,Mongu,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,35 – 44
134995099,Western,Mongu,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,15 – 18
134995100,Western,Mongu,Rural,Female,0,,DE,No formal education,Christian,Not employed,,,,35 – 44
135033643,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
135042730,Western,Kalabo,Rural,Female,0,,DE,Tertiary,Christian,Not employed,,,,25 – 34
135042734,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
135042735,Western,Kalabo,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
135042736,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,19 – 24
135042737,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,35 – 44
135042790,Western,Kalabo,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
135042791,Western,Kalabo,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,15 – 18
135042792,Western,Kalabo,Rural,Male,0,,DE,Tertiary,Christian,Employed for cash,,,,35 – 44
135054289,Western,Kalabo,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,25 – 34
135054290,Western,Kalabo,Urban,Female,0,,DE,Primary,Christian,Not employed,,,,19 – 24
135054292,Western,Kalabo,Urban,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
135054294,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
135082551,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
135082552,Western,Kalabo,Rural,Male,0,,DE,Primary,Christian,Employed for cash,,,,19 – 24
135082558,Western,Kalabo,Rural,Female,0,,DE,Tertiary,Christian,Employed for cash,,,,35 – 44
135085462,Western,Kalabo,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135085463,Western,Kalabo,Rural,Female,0,,DE,No formal education,Christian,Employed for cash,,,,35 – 44
135085464,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,19 – 24
135085465,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,19 – 24
135085467,Western,Kalabo,Rural,Male,0,,DE,Secondary,Christian,Not employed,,,,45+
135085468,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,35 – 44
135085469,Western,Kalabo,Rural,Female,0,,DE,No formal education,Christian,Not employed,,,,19 – 24
135085556,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,15 – 18
135085557,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,45+
135085560,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,19 – 24
135085563,Western,Kalabo,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
135091767,Western,Kalabo,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135091771,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
135091773,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
135113122,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
135113126,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,15 – 18
135114102,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
135114982,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,35 – 44
135115465,Western,Senanga,Rural,Female,0,,DE,No formal education,Christian,Employed for cash,,,,25 – 34
135115466,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,15 – 18
135115467,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,19 – 24
135115469,Western,Senanga,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135115470,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,19 – 24
135115471,Western,Senanga,Rural,Male,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
135115472,Western,Senanga,Rural,Female,0,,DE,No formal education,Christian,Not employed,,,,19 – 24
135118829,Western,Senanga,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,35 – 44
135118830,Western,Senanga,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
135118833,Western,Senanga,Urban,Female,0,,DE,Tertiary,Christian,Employed for cash,,,,25 – 34
135118834,Western,Senanga,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
135119217,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,35 – 44
135124368,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,35 – 44
135124369,Western,Senanga,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135124372,Western,Senanga,Urban,Male,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
135124373,Western,Senanga,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,15 – 18
135124374,Western,Senanga,Urban,Female,0,,DE,Primary,Christian,Employed for cash,,,,35 – 44
135144791,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135144792,Western,Senanga,Rural,Female,0,,DE,No formal education,Christian,Employed for cash,,,,35 – 44
135144795,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,19 – 24
135144796,Western,Senanga,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135144838,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,15 – 18
135144839,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,15 – 18
135144840,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135144842,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
135144843,Western,Senanga,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
135145172,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,19 – 24
135145173,Western,Senanga,Rural,Male,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
135145175,Western,Senanga,Rural,Male,0,,DE,Primary,Christian,Not employed,,,,35 – 44
135145176,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
135145927,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135145928,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135145929,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
135145931,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
135145932,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,15 – 18
135145933,Western,Senanga,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
135158112,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
135158113,Western,Senanga,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,19 – 24
135158114,Western,Senanga,Rural,Male,0,,DE,Primary,Christian,Not employed,,,,19 – 24
134519507,Northern,Mungwi,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,25 – 34
134593018,Muchinga,Chinsali,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,45+
134478451,Central,Kabwe,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
134478588,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,15 – 18
134478621,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Employed not for cash,,,,19 – 24
134478664,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,35 – 44
134478731,Central,Kabwe,Urban,Female,0,,DE,Tertiary,Christian,Not employed,,,,35 – 44
134479091,Central,Kabwe,Urban,Male,0,,DE,Secondary,Christian,Not employed,,,,25 – 34
134479111,Central,Kabwe,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,,,,45+
134479455,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
134479750,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134480017,Central,Kabwe,Urban,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
134480068,Central,Kabwe,Urban,Female,0,,DE,Primary,Christian,Not employed,,,,45+
134480290,Central,Kabwe,Urban,Male,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134480377,Central,Kabwe,Urban,Female,0,,DE,No formal education,Christian,Employed for cash,,,,35 – 44
134480393,Central,Kabwe,Urban,Male,0,,DE,Primary,Christian,Not employed,,,,15 – 18
134480394,Central,Kabwe,Urban,Female,0,,DE,Tertiary,Christian,Employed for cash,,,,25 – 34
134480506,Central,Kabwe,Urban,Female,0,,DE,No formal education,Christian,Not employed,,,,45+
134480522,Central,Kabwe,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
134480677,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
134480680,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,15 – 18
134480688,Central,Kabwe,Urban,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
134481012,Central,Kabwe,Urban,Male,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134481013,Central,Kabwe,Urban,Male,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134481137,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,15 – 18
134481138,Central,Kabwe,Urban,Female,0,,DE,Primary,Christian,Employed for cash,,,,35 – 44
134481377,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,25 – 34
134481400,Central,Kabwe,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134481401,Central,Kabwe,Urban,Male,0,,DE,Tertiary,Christian,Employed for cash,,,,35 – 44
134481433,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134481459,Central,Kabwe,Urban,Female,0,,DE,Primary,Christian,Not employed,,,,19 – 24
134481460,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,25 – 34
134481876,Central,Kabwe,Urban,Female,0,,DE,No formal education,Christian,Employed for cash,,,,45+
134482095,Central,Kabwe,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,25 – 34
134482096,Central,Kabwe,Rural,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
134482141,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,25 – 34
134482293,Central,Kabwe,Urban,Male,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134484240,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134484241,Central,Kabwe,Urban,Male,0,,DE,Don’t know/refuse,Christian,Not employed,,,,15 – 18
134486081,Central,Kabwe,Urban,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
134486082,Central,Kabwe,Urban,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
134486111,Central,Kabwe,Rural,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134486112,Central,Kabwe,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,,,25 – 34
134486126,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134490222,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,15 – 18
134491584,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
134491585,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Not employed,,,,19 – 24
134496808,Central,Kabwe,Rural,Male,0,,DE,Primary,Christian,Not employed,,,,25 – 34
134497644,Central,Kabwe,Urban,Male,0,,DE,No formal education,Christian,Employed for cash,,,,25 – 34
134497645,Central,Kabwe,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134500536,Central,Kabwe,Urban,Male,0,,DE,Secondary,Christian,Not employed,,,,15 – 18
134500537,Central,Kabwe,Urban,Female,0,,DE,Primary,Christian,Not employed,,,,15 – 18
134518473,Central,Kabwe,Rural,Male,0,,DE,Tertiary,Christian,Not employed,,,,25 – 34
134518474,Central,Kabwe,Rural,Male,0,,DE,Primary,Christian,Not employed,,,,15 – 18
134518477,Central,Kabwe,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134572281,Central,Kabwe,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,19 – 24
134572379,Central,Kabwe,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,25 – 34
134572380,Central,Kabwe,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,,,35 – 44
134573626,Central,Kabwe,Urban,Female,0,,DE,No formal education,Christian,Not employed,,,,25 – 34
134573627,Central,Kabwe,Urban,Female,0,,DE,Primary,Christian,Not employed,,,,25 – 34
134579401,Western,Kaoma,Rural,Female,1,,DE,Don’t know/refuse,Christian,Don’t know/refuse,,Do not know,,15 – 18
134579402,Western,Kaoma,Rural,Male,0,,DE,Primary,Christian,Not employed,,Do not know,,15 – 18
134579403,Western,Kaoma,Rural,Female,1,,DE,No formal education,Christian,Not employed,,Do not know,,19 – 24
134587437,Western,Kaoma,Rural,Male,2,,DE,Primary,Christian,Employed for cash,,Do not know,,25 – 34
134587438,Western,Kaoma,Rural,Male,0,,DE,No formal education,Christian,Not employed,,Do not know,,35 – 44
134623538,Western,Kaoma,Rural,Female,1,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134623539,Western,Kaoma,Rural,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,19 – 24
134627595,Western,Kaoma,Rural,Male,0,,DE,Primary,Christian,Employed for cash,,Do not know,,15 – 18
134657574,Western,Kaoma,Urban,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134663991,Western,Kaoma,Rural,Female,0,,DE,No formal education,Christian,Not employed,,Do not know,,19 – 24
134666199,Western,Kaoma,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,Do not know,,35 – 44
134670305,Western,Kaoma,Rural,Male,0,,DE,Primary,Christian,Employed for cash,,Do not know,,35 – 44
134670544,Western,Kaoma,Urban,Female,0,,DE,Tertiary,Christian,Not employed,,Do not know,,19 – 24
134693310,Western,Kaoma,Rural,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,19 – 24
134698060,Western,Kaoma,Rural,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,35 – 44
134731374,Western,Kaoma,Rural,Male,0,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134731378,Western,Kaoma,Rural,Female,0,,DE,Secondary,Christian,Employed for cash,,Do not know,,35 – 44
134811309,Western,Kaoma,Rural,Male,1,,DE,Primary,Christian,Employed for cash,,Do not know,,45+
134854045,Western,Lukulu,Rural,Female,1,,DE,Primary,Christian,Not employed,,Do not know,,15 – 18
134855062,Western,Lukulu,Urban,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,25 – 34
134922168,Western,Mongu,Rural,Female,1,,DE,Primary,Christian,Employed for cash,,Do not know,,19 – 24
134930647,Western,Mongu,Rural,Female,1,,DE,Primary,Christian,Not employed,,Do not know,,15 – 18
134947612,Western,Mongu,Urban,Female,3,,DE,Primary,Christian,Not employed,,Do not know,,19 – 24
134948048,Western,Mongu,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134948049,Western,Mongu,Rural,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,19 – 24
134966318,Western,Mongu,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
135033639,Western,Kalabo,Rural,Female,0,,DE,Tertiary,Christian,Not employed,,Do not know,,19 – 24
135033642,Western,Kalabo,Rural,Male,3,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
135042787,Western,Kalabo,Rural,Female,1,,DE,Primary,Christian,Not employed,,Do not know,,15 – 18
135054443,Western,Kalabo,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
135085561,Western,Kalabo,Rural,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,45+
135119630,Western,Senanga,Urban,Female,0,,DE,Secondary,Christian,Employed for cash,,Do not know,,45+
135145143,Western,Senanga,Rural,Female,0,,DE,No formal education,Christian,Not employed,,Do not know,,35 – 44
135145174,Western,Senanga,Rural,Male,0,,DE,Secondary,Christian,Employed for cash,,Do not know,,19 – 24
134575903,Northern,Mungwi,Rural,Female,1,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134594644,Northern,Mungwi,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,25 – 34
134659932,Northern,Mungwi,Rural,Female,1,,DE,No formal education,Christian,Not employed,,Do not know,,19 – 24
134659935,Northern,Mungwi,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134668456,Northern,Mungwi,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
135076196,Northern,Kasama,Rural,Female,0,,DE,No formal education,Christian,Not employed,,Do not know,,25 – 34
134994383,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,15 – 18
134994528,Muchinga,Mpika,Rural,Female,2,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134920549,Muchinga,Mpika,Urban,Female,3,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134883677,Muchinga,Mpika,Urban,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134886403,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,15 – 18
135144530,Muchinga,Chinsali,Rural,Female,2,,DE,Primary,Christian,Not employed,,Do not know,,19 – 24
134802322,Muchinga,Mpika,Urban,Male,2,,DE,Tertiary,Christian,Employed for cash,,Do not know,,25 – 34
134914233,Muchinga,Mpika,Rural,Male,1,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134994343,Muchinga,Mpika,Rural,Male,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134888500,Muchinga,Mpika,Urban,Female,1,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134840089,Muchinga,Mpika,Urban,Male,1,,DE,Tertiary,Christian,Not employed,,Do not know,,19 – 24
134888499,Muchinga,Mpika,Urban,Female,1,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134704108,Muchinga,Isoka,Urban,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134813637,Muchinga,Mpika,Urban,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,35 – 44
134820193,Muchinga,Mpika,Urban,Male,1,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
135078847,Muchinga,Chinsali,Urban,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134944676,Muchinga,Mpika,Rural,Male,2,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134994344,Muchinga,Mpika,Rural,Male,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134847536,Muchinga,Mpika,Urban,Male,1,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134817235,Muchinga,Mpika,Urban,Female,1,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134704105,Muchinga,Isoka,Urban,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134914236,Muchinga,Mpika,Rural,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,15 – 18
135139060,Muchinga,Chinsali,Rural,Female,1,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134591799,Muchinga,Isoka,Urban,Female,1,,DE,Primary,Christian,Not employed,,Do not know,,15 – 18
134593009,Muchinga,Isoka,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134593012,Muchinga,Isoka,Rural,Male,1,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134593013,Muchinga,Isoka,Rural,Female,1,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134593014,Muchinga,Isoka,Rural,Male,1,,DE,Secondary,Christian,Not employed,,Do not know,,25 – 34
134593167,Muchinga,Isoka,Urban,Female,2,,DE,Secondary,Christian,Employed for cash,,Do not know,,19 – 24
134593170,Muchinga,Isoka,Urban,Female,2,,DE,Secondary,Christian,Employed for cash,,Do not know,,25 – 34
134627017,Muchinga,Isoka,Rural,Male,0,,DE,Primary,Christian,Employed for cash,,Do not know,,45+
134628080,Muchinga,Isoka,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134628081,Muchinga,Isoka,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134628085,Muchinga,Isoka,Rural,Female,0,,DE,Primary,Christian,Employed for cash,,Do not know,,25 – 34
134630895,Muchinga,Isoka,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134630896,Muchinga,Isoka,Rural,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134695948,Muchinga,Isoka,Urban,Male,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134695950,Muchinga,Isoka,Urban,Male,0,,DE,Primary,Christian,Employed for cash,,Do not know,,15 – 18
134802323,Muchinga,Mpika,Urban,Male,2,,DE,Tertiary,Christian,Employed for cash,,Do not know,,25 – 34
134842871,Muchinga,Mpika,Urban,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,19 – 24
134847405,Muchinga,Mpika,Urban,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,15 – 18
134867919,Muchinga,Mpika,Urban,Female,0,,DE,Secondary,Christian,Not employed,,Do not know,,25 – 34
134874965,Muchinga,Mpika,Urban,Male,2,,DE,Primary,Christian,Not employed,,Do not know,,35 – 44
134883675,Muchinga,Mpika,Urban,Female,0,,DE,Primary,Christian,Not employed,,Do not know,,15 – 18
134883678,Muchinga,Mpika,Urban,Female,1,,DE,Primary,Christian,Not employed,,Do not know,,19 – 24
