SbjNum,TOM - Radio Spontaneous Awareness,Other Mentions - Radio Spontaneous Awareness,Radio Prompted Awareness,Ever Listened to Radio,Radio Listeners (Yesterday),Radio Listeners (P7D - Past 7 Days),Radio Listeners (P4W) - Past 4 Weeks,Radio Listeners (P12M) - Past 12 Months
60607364,"Mosi-0-Tunya,Radio 1,Radio 2,Radio 4,Zambezi,Radio 1,Radio 2,Radio 4,", ,"BBC,Chikuni,Choma Maano,Falls,Kariba,Mazabuka,Namwiaanga,Radio Christian Voice,SKY,","Falls,Mosi-0-Tunya,Radio 1,Radio 4,Radio Christian Voice,SKY,Zambezi,Radio 1,Radio 2,Radio 4,",Radio Christian Voice,"Radio 4,Radio Christian Voice,Zambezi,ZNBC 3","Mosi-0-Tunya,Radio 1,Radio 4,Radio Christian Voice,SKY,Zambezi,Radio 1,Radio 2,ZNBC 3","Falls,Mosi-0-Tunya,Radio 1,Radio 4,Radio Christian Voice,SKY,Zambezi,Radio 1,Radio 2,Radio 4"
60607365,"Mazabuka,Radio 4,Other Specify,",komboni,"BBC,Parliament,Q FM,Radio 1,Radio 2,Radio Christian Voice,SKY,Zambezi,","Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Zambezi,{0},","Mazabuka,{0}","Mazabuka,{0}","Mazabuka,{0}","Mazabuka,{0}"
60607366,"Mazabuka,Radio 1,Other Specify,",komboni,"BBC,Byta,Chikuni,Choma Maano,Kariba,Namwiaanga,Q FM,Radio 2,Radio 4,SKY,Vision Maacha,","BBC,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 4,SKY,{0},","Mazabuka,Radio 1,{0}","Mazabuka,Radio 1,{0}","Mazabuka,Radio 1,Radio 4,{0}","BBC,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 4,SKY,{0}"
60607482,"Flava FM,Radio Christian Voice,Yar,", ,"Icengelo,","Flava FM,Icengelo,Radio Christian Voice,Yar,",Yar,"Flava FM,Yar","Flava FM,Yar","Flava FM,Yar"
60607751,"Lutanda,Kwithu FM,Radio Mano,Radio 2,", ,"BBC,Nothern FM,Radio 1,Radio 4,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Radio 2","Lutanda,Kwithu FM","Lutanda,Kwithu FM","Lutanda,Kwithu FM,Radio Mano,Radio 1","Lutanda,Kwithu FM,Radio Mano,Radio 2"
60607752,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,", ,"BBC,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,",None,Nothern FM,"Lutanda,Kwithu FM,Radio Mano,Nothern FM","Lutanda,Kwithu FM,Radio Mano,Nothern FM"
60607753,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,", ,"BBC,Parliament,Radio 2,Radio 4,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice",None,None,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2"
60607754,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,", ,"BBC,Radio 4,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",None,None,None,"BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60607755,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,", ,"BBC,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio Christian Voice",Radio Mano,Radio Mano,Radio Mano,"BBC,Lutanda,Kwithu FM,Radio Mano,Radio 1"
60608386,"Q FM,Sun,Radio 1,Radio 2,Radio 4,Other Specify,",comment radio,"BBC,Chimwemwe,Icengelo,Jive,Parliament,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,ZNBC MUSIC,","Icengelo,Q FM,Sun,Radio 1,Radio 2,Radio 4,{0}",None,Sat,Sat,"Icengelo,Sun,Radio 1,{0}"
60608388,"Chimwemwe,Sun,", ,"BBC,Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Radio Mpongwe,Radio 1,Radio 2,ZNBC MUSIC,","Icengelo,Phoenix,Sun",Sat,"Icengelo,Sun","Icengelo,Sun","Icengelo,Sun"
60608389,"Icengelo,Phoenix,Radio Christian Voice,Sun,", ,"Chimwemwe,Radio 1,Radio 2,Radio 4,Rise FM,Yar,Radio 1,Radio 2,ZNBC MUSIC,","Icengelo,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Sun,","Icengelo,Sun","Icengelo,Sun","Icengelo,Sun",Icengelo
60608390,"Icengelo,Radio Christian Voice,", ,"Chimwemwe,Flava FM,Jive,Phoenix,Q FM,Radio 1,Sun,Radio 1,Radio 2,","Icengelo,Sun,",Icengelo,Icengelo,Icengelo,Icengelo
60608391,"Flava FM,Phoenix,Radio 2,Radio Christian Voice,Sun,Yar,Radio 1,Radio 2,Radio 4,", ,"BBC,Chimwemwe,Icengelo,Parliament,Q FM,Radio 1,Radio 4,Rise FM,","Radio Christian Voice,Sun,Yar,Radio 1,Radio 4",Yar,"Sun,Yar","Sun,Yar,ZNBC 3","Sun,Yar,Radio 4"
60608392,"Icengelo,Radio Christian Voice,Sun,Other Specify,",komboni radio,"Chimwemwe,Flava FM,Jive,Phoenix,Radio 1,","Chimwemwe,Phoenix,Radio 1,{0},",{0},"Phoenix,{0}","Phoenix,{0}","Chimwemwe,Phoenix,Radio 1,{0}"
60608393,"don’t know,", ,"None,",don’t know,None,None,None,None
60608394,"Chimwemwe,Icengelo,Radio Christian Voice,Other Specify,","sky fm,briz fm","BBC,Jive,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Sun,","BBC,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun",None,Radio Christian Voice,Radio Christian Voice,"Phoenix,Radio Christian Voice"
60608395,"BBC,Chimwemwe,Icengelo,", ,"Flava FM,Iwave,Jive,Kokoliko,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe,Sun,Radio 1,Radio 2,Radio 4,","Chimwemwe,Icengelo,Sun",Icengelo,Icengelo,Icengelo,Icengelo
60608396,"Chimwemwe,Icengelo,Phoenix,Radio 4,Sun,", ,"BBC,Flava FM,Jive,Q FM,Radio 1,Radio 2,Radio Christian Voice,Yar,","Chimwemwe,Flava FM,Icengelo,Jive,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,Yar,",Sat,"Chimwemwe,Phoenix,Sun","Chimwemwe,Phoenix,Sun","Chimwemwe,Phoenix,Sun"
60608397,"Chimwemwe,", ,"Icengelo,Radio Christian Voice,Sun,Radio 1,Radio 2,",Chimwemwe,None,None,None,None
60608398,"Chimwemwe,Icengelo,Phoenix,Sun,", ,"BBC,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","BBC,Chimwemwe,Icengelo,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,Radio 1,Radio 2,Radio 4",None,Sat,"Radio 1,Sun","Radio 1,Sun"
60608400,"Chimwemwe,Radio 2,Radio 2,", ,"Icengelo,Iwave,Parliament,Phoenix,Q FM,Radio 1,Radio 4,Radio Christian Voice,Sun,Yar,Radio 1,Radio 4,ZNBC MUSIC,","Phoenix,Radio Christian Voice,Sun",None,Radio Christian Voice,"Phoenix,Radio Christian Voice,Sun","Phoenix,Radio Christian Voice,Sun"
60608401,"Icengelo,Sun,Radio 1,", ,"BBC,Chimwemwe,Flava FM,Jive,Phoenix,","BBC,Phoenix,",None,None,None,"BBC,Phoenix"
60608434,"Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,", ,"Iwave,Kokoliko,","Icengelo,Iwave,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4",Phoenix,"Kokoliko,Phoenix","Kokoliko,Phoenix,Radio 1,Radio 1","Kokoliko,Phoenix,Radio 1,Radio 2"
60608645,"Icengelo,Iwave,Radio 1,Radio 2,Radio 4,", ,"BBC,Flava FM,Jive,Parliament,Phoenix,Q FM,Radio Christian Voice,Rise FM,Sun,Yar,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,","BBC,Icengelo,Phoenix,Q FM,Radio 1,Radio 2,Yar",None,None,None,"BBC,Icengelo,Phoenix,Q FM,Radio 1,Radio 2,Yar"
60610456,"Icengelo,Radio 1,Radio 4,Yar,", ,"BBC,Flava FM,Parliament,Phoenix,Radio 2,Radio Christian Voice,Radio 1,Radio 2,Radio 4,ZNBC MUSIC,","Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice",None,Radio 1,"Icengelo,Radio 1","Icengelo,Radio 1,Radio 2,Radio 4"
60610620,"Chimwemwe,Flava FM,Icengelo,Jive,Radio Christian Voice,Sun,", ,"Kokoliko,Phoenix,Radio 4,Yar,","Chimwemwe,Flava FM,Icengelo,Jive,Phoenix,Sun,","Jive,Sun","Jive,Phoenix,Sun","Jive,Sun","Jive,Sun"
60610939,"Komboni,Q FM,Radio 4,Radio 1,Radio 4,Other Specify,",91.4,"EvelynHone,Hot FM,Joy,Millennium,Phoenix,Radio 1,Radio 2,Radio Christian Voice,","EvelynHone,Hot FM,Joy,Komboni,Millennium,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 4,{0},",None,None,"Komboni,Radio 1,Radio Christian Voice","EvelynHone,Hot FM,Joy,Komboni,Millennium,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 4,{0}"
60610940,"Ama,Komboni,Radio 4,Radio 1,", ,"5FM,BBC,Radio Christian Voice,Comet 10,EvelynHone,Hot FM,Joy,Millennium,Modern voice,Parliament,Q FM,Radio 1,Radio 2,Roots,Radio 2,Radio 4,","5FM,Ama,BBC,Radio Christian Voice,Comet 10,EvelynHone,Hot FM,Joy,Komboni,Millennium,Modern voice,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Roots,Radio 1,Radio 2,Radio 4,","Komboni,Radio 1","Ama,Komboni,Radio 1","Ama,Komboni,Radio 1","5FM,Ama,BBC,Radio Christian Voice,Comet 10,EvelynHone,Hot FM,Joy,Komboni,Millennium,Modern voice,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Roots,Radio 1,Radio 2,Radio 4,Radio 4"
60611000,"None,", ,"KNC,Phoenix,Radio 1,Radio 2,Radio Christian Voice,",None,,,,
60611001,"Maranatha,Phoenix,Radio 1,Radio 2,", ,"KNC,Radio Christian Voice,","Maranatha,Radio 1,Radio 2",Maranatha,"Maranatha,Radio 1,Radio 1","Maranatha,Radio 1,Radio 1","Maranatha,Radio 1,Radio 2"
60611002,"Radio 1,Radio 2,", ,"Radio Christian Voice,","Radio 1,Radio 2,Radio Christian Voice",Radio 1,"Radio 1,Radio 2,Radio Christian Voice","Radio 1,Radio 2,Radio Christian Voice","Radio 1,Radio 2,Radio Christian Voice"
60611003,"KNC,Radio 1,Radio 2,", ,"Phoenix,Radio Christian Voice,","KNC,Radio 1,Radio 2",Radio 1,"KNC,Radio 1,Radio 1","KNC,Radio 1,Radio 1","KNC,Radio 1,Radio 2"
60611004,"KNC,Phoenix,Radio 1,Radio Christian Voice,", ,"Radio 2,","KNC,Radio 1,Radio 2,Radio Christian Voice,",None,None,None,Radio Christian Voice
60611355,"KNC,Power,Q FM,Radio 2,Radio 4,Other Specify,",Cloud,"BBC,Phoenix,","BBC,Phoenix,Power,Q FM,Radio 2,Radio 4,",None,Q FM,Power,"BBC,Phoenix,Power,Q FM,Radio 2,Radio 4"
60611356,"Maranatha,Radio 1,Radio 4,", ,"None,",None,,,,
60611357,"Power,Other Specify,",cloud fm,"KNC,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","KNC,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0},",KNC,"Power,{0}","KNC,Phoenix,Power","KNC,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}"
60611358,"KNC,Maranatha,Other Specify,",Cloud FM,"Phoenix,Radio 4,","KNC,Maranatha,Phoenix,Radio 4,{0}",KNC,"Radio 4,{0}","KNC,Maranatha,Phoenix,Radio 4,{0}","KNC,Maranatha,Phoenix,Radio 4,{0}"
60611721,"Icengelo,Yar,", ,"Radio 1,",Radio 1,Radio 1,Radio 1,Radio 1,Radio 1
60612536,"KNC,Maranatha,Radio 1,Radio 2,Other Specify,",Sun fm,"Phoenix,Radio 4,Radio Christian Voice,","KNC,{0},",None,{0},{0},"KNC,{0}"
60612537,"Maranatha,Radio 1,Radio 2,Radio Christian Voice,", ,"BBC,Phoenix,","Maranatha,Radio 1,Radio 2",None,"Maranatha,Radio 1","Maranatha,Radio 1,Radio 1","Maranatha,Radio 1,Radio 2"
60612538,"Radio 2,", ,"KNC,Phoenix,Q FM,Radio 1,Radio 2,","KNC,Radio 1,Radio 2",None,Radio 1,Radio 1,Radio 1
60612539,"Phoenix,Q FM,Radio 1,Other Specify,",komboni,"KNC,BBC,Blue Sky FM,Maranatha,Power,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Maranatha,Phoenix,Q FM,Radio 1,",Q FM,"Maranatha,Q FM","Maranatha,Q FM,Radio 1","Maranatha,Phoenix,Q FM,Radio 1"
60612540,"KNC,Maranatha,Q FM,Radio 1,", ,"BBC,Phoenix,Radio 2,Radio 4,Radio Christian Voice,","KNC,Phoenix,Radio 1,Radio 4,",Radio 3,Radio 3,"KNC,Phoenix,Radio 1,Radio 3","KNC,Phoenix,Radio 1,Radio 4"
60612541,"Radio 1,Radio 2,Other Specify,",sun,"BBC,Phoenix,Radio 1,Radio 2,Radio Christian Voice,",{0},{0},{0},{0},{0}
60612542,"KNC,Maranatha,Phoenix,Q FM,Radio 1,Radio 2,Other Specify,",radio maano,"BBC,Joy,Mkushi FM, Money FM,Radio 4,Radio Christian Voice,","Maranatha,Phoenix,Radio 1,Radio 2,Radio Christian Voice,{0},",Radio 1,"Phoenix,Radio 2,Radio Christian Voice","Maranatha,Phoenix,Radio 1,Radio 2,Radio Christian Voice","Maranatha,Phoenix,Radio 1,Radio 2,Radio Christian Voice,{0}"
60612959,"Radio Christian Voice,Millennium,Phoenix,Radio 1,Radio 2,Radio 4,United Voice,UNZA Radio,", ,"5FM,EvelynHone,Hot FM,Komboni,Q FM,Yatsani, Yangeni FM,","Radio Christian Voice,Millennium,Phoenix,Radio 1,Radio 4,United Voice,UNZA Radio",United Voice,"Millennium,Phoenix,Radio 4,United Voice","Radio Christian Voice,Millennium,Phoenix,Radio 4,United Voice","Radio Christian Voice,Millennium,Phoenix,Radio 1,Radio 4,United Voice,UNZA Radio"
60612960,"Radio Christian Voice,EvelynHone,Hot FM,Komboni,Pan African,Q FM,UNZA Radio,Yatsani, Yangeni FM,", ,"5FM,BBC,Comet 10,Joy,Parliament,Phoenix,Radio 1,Radio 2,Radio 4,","5FM,Hot FM,Q FM",None,"5FM,Hot FM","5FM,Hot FM,Q FM","5FM,Hot FM,Q FM"
60612961,"Komboni,Millennium,Radio 1,", ,"5FM,Radio Christian Voice,Parliament,Rock FM,","Komboni,Radio 1,",None,None,None,"Komboni,Radio 1"
60612962,"Radio Christian Voice,Hot FM,Komboni,Phoenix,Radio 1,Radio 2,", ,"5FM,EvelynHone,Parliament,Q FM,Rock FM,Roots,","Radio Christian Voice,Hot FM,Komboni,Phoenix,Radio 1,Radio 2,Rock FM",Christian Voice,"Radio Christian Voice,Radio 1,Radio 1","Radio Christian Voice,Hot FM,Komboni,Phoenix,Radio 1,Radio 1","Radio Christian Voice,Hot FM,Komboni,Phoenix,Radio 1,Radio 2,Rock FM"
60613041,"Beats,FCC Solwezi,Kabangabanga,", ,"BBC,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1",FCC Solwezi,"Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1"
60613042,"FCC Solwezi,Kabangabanga,New Generation,", ,"Beats,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","FCC Solwezi,Kabangabanga,New Generation,Radio Christian Voice,",Kabangabanga,"FCC Solwezi,Kabangabanga,New Generation,Radio Christian Voice","FCC Solwezi,Kabangabanga,New Generation,Radio Christian Voice","FCC Solwezi,Kabangabanga,New Generation,Radio Christian Voice"
60613043,"Beats,FCC Solwezi,Kabangabanga,New Generation,", ,"BBC,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",New Generation,"FCC Solwezi,New Generation,Radio 1","FCC Solwezi,New Generation,Radio 2,Radio Christian Voice","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60613044,"FCC Solwezi,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice,", ,"BBC,Kabangabanga,Parliament,","BBC,FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Radio Christian Voice,"New Generation,Radio Christian Voice","New Generation,Radio 2,Radio Christian Voice","FCC Solwezi,New Generation,Radio 2,Radio Christian Voice"
60613045,"FCC Solwezi,Kabangabanga,New Generation,", ,"BBC,Beats,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",None,"FCC Solwezi,New Generation","FCC Solwezi,Kabangabanga,New Generation,Parliament","FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 4,Radio Christian Voice"
60613046,"FCC Solwezi,Kabangabanga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,", ,"Beats,New Generation,","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",None,"FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 3","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60615792,"Breeze,Feel Free,Maria,", ,"Mphangwe,Parliament,Q FM,Radio 1,Radio 2,Radio 1,","Breeze,Feel Free,Maria,Parliament,Q FM,Radio 1,Radio 2,Radio 1,","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,ZNBC 0","Breeze,Feel Free,Maria,Parliament,Q FM,Radio 1,Radio 2,ZNBC 0","Breeze,Feel Free,Maria,Parliament,Q FM,Radio 1,Radio 2,Radio 1"
60616146,"Komboni,Radio 1,", ,"Ama,Radio Christian Voice,Radio 4,Yatsani, Yangeni FM,","Radio Christian Voice,Komboni,Radio 1",Komboni,Komboni,"Komboni,Radio 1","Komboni,Radio 1"
60616147,"Radio Christian Voice,Joy,Phoenix,Q FM,Radio 4,", ,"5FM,Chongwe,EvelynHone,Hot FM,Komboni,Metro FM,Millennium,One Love,Pan African,Power,Radio 1,Radio 2,Radio Christian Voice,UNZA Radio,Yatsani, Yangeni FM,Radio 1,Radio 2,Radio 4,","Radio Christian Voice,Komboni,Q FM,Yatsani, Yangeni FM,",None,"Komboni,Q FM","Radio Christian Voice,Komboni,Q FM","Radio Christian Voice,Komboni,Q FM"
60616148,"5FM,", ,"Komboni,Radio 1,Radio 1,","5FM,Komboni,Radio 1",None,5FM,5FM,"5FM,Komboni,Radio 1"
60616149,"Q FM,Radio 1,Radio 2,", ,"5FM,Komboni,Parliament,Power,Radio 4,Radio Christian Voice,","Parliament,Power,Q FM,Radio 1,Radio 2,Radio 4,",None,Q FM,Q FM,Q FM
60616847,"Breeze,Feel Free,Maria,", ,"Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Parliament,Q FM,Radio 1,Radio 2,Radio 1,","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Maria,Parliament,Radio 1","Breeze,Feel Free,Maria,Parliament,Q FM,Radio 1,Radio 2,ZNBC 0","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,Radio 1"
60617258,"Mkushi FM, Money FM,Radio 1,Radio 2,", ,"KNC,5FM,BBC,Phoenix,Radio 4,Radio Christian Voice,","Mkushi FM, Money FM,Phoenix,Radio 2",Radio 1,"Mkushi FM, Money FM,Phoenix,Radio 1","Mkushi FM, Money FM,Phoenix,Radio 1","Mkushi FM, Money FM,Phoenix,Radio 2"
60617259,"Mkushi FM, Money FM,", ,"KNC,","KNC,Mkushi FM, Money FM,","KNC,Mkushi FM, Money FM","KNC,Mkushi FM, Money FM","KNC,Mkushi FM, Money FM","KNC,Mkushi FM, Money FM"
60617260,"Mkushi FM, Money FM,", ,"KNC,Radio 1,Radio 2,","Mkushi FM, Money FM","Mkushi FM, Money FM","Mkushi FM, Money FM","Mkushi FM, Money FM","Mkushi FM, Money FM"
60617261,"Mkushi FM, Money FM,", ,"KNC,Radio 1,Radio 2,","Mkushi FM, Money FM,Radio 1,",Radio 1,"Mkushi FM, Money FM,Radio 1","Mkushi FM, Money FM,Radio 1","Mkushi FM, Money FM,Radio 1"
60617262,"Mkushi FM, Money FM,", ,"KNC,Radio 1,Radio 2,","Mkushi FM, Money FM",None,None,"Mkushi FM, Money FM","Mkushi FM, Money FM"
60617263,"Mkushi FM, Money FM,", ,"Radio 1,Radio 2,","Mkushi FM, Money FM",None,None,"Mkushi FM, Money FM","Mkushi FM, Money FM"
60617264,"Mkushi FM, Money FM,", ,"None,",None,,,,
60617265,"KNC,Mkushi FM, Money FM,Radio 1,Radio 2,", ,"None,","KNC,Mkushi FM, Money FM,Radio 1,Radio 2,",Radio 1,Radio 1,"KNC,Mkushi FM, Money FM,Radio 1,Radio 1","KNC,Mkushi FM, Money FM,Radio 1,Radio 2"
60617266,"Mkushi FM, Money FM,", ,"Radio 2,","Mkushi FM, Money FM,Radio 2,",None,None,"Mkushi FM, Money FM,Radio 1","Mkushi FM, Money FM,Radio 2"
60617267,"Mkushi FM, Money FM,", ,"Radio 1,Radio 2,","Mkushi FM, Money FM,Radio 1,Radio 2","Mkushi FM, Money FM","Mkushi FM, Money FM,Radio 1,Radio 1","Mkushi FM, Money FM,Radio 1,Radio 1","Mkushi FM, Money FM,Radio 1,Radio 2"
60618128,"Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,", ,"don’t know,",Sun,None,Sat,Sat,Sun
60618176,"Breeze,Feel Free,Maria,Radio 1,Other Specify,",Smooth fm,"Mphangwe,Parliament,Q FM,Radio 2,Radio 4,Radio 1,ZNBC MUSIC,","Breeze,Feel Free,Maria,Mphangwe,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio 1,ZNBC MUSIC,{0},","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1","Breeze,Feel Free,Maria,Mphangwe,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio 1,ZNBC MUSIC"
60618441,"Falls,Mosi-0-Tunya,Zambezi,", ,"SKY,","Falls,Mosi-0-Tunya,SKY,Zambezi,","Mosi-0-Tunya,Zambezi","Falls,Mosi-0-Tunya,SKY,Zambezi","Falls,Mosi-0-Tunya,SKY,Zambezi","Falls,Mosi-0-Tunya,SKY,Zambezi"
60618442,"Falls,Mosi-0-Tunya,Zambezi,", ,"None,","Falls,Mosi-0-Tunya,Zambezi",None,None,"Falls,Mosi-0-Tunya,Zambezi","Falls,Mosi-0-Tunya,Zambezi"
60618443,"Falls,Mosi-0-Tunya,Zambezi,", ,"don’t know,","Falls,Mosi-0-Tunya,Zambezi",None,None,None,"Falls,Mosi-0-Tunya,Zambezi"
60618444,"Falls,Mosi-0-Tunya,Zambezi,", ,"don’t know,","Falls,Mosi-0-Tunya,Zambezi",None,None,None,"Falls,Mosi-0-Tunya,Zambezi"
60618445,"Mosi-0-Tunya,Radio 1,Radio 2,SKY,", ,"Zambezi,","Mosi-0-Tunya,Radio 1,Radio 2,SKY,Zambezi",None,None,None,"Mosi-0-Tunya,Radio 1,Radio 2,SKY,Zambezi"
60618446,"Chikuni,Mosi-0-Tunya,SKY,", ,"None,","Chikuni,Mosi-0-Tunya,SKY",None,"Chikuni,SKY","Chikuni,Mosi-0-Tunya,SKY","Chikuni,Mosi-0-Tunya,SKY"
60618447,"Falls,Mosi-0-Tunya,", ,"None,","Falls,Mosi-0-Tunya,",None,None,None,"Falls,Mosi-0-Tunya"
60618448,"Falls,Mosi-0-Tunya,Zambezi,", ,"Radio Christian Voice,","Falls,Mosi-0-Tunya,Radio Christian Voice,Zambezi,",None,"Falls,Radio Christian Voice","Falls,Mosi-0-Tunya,Radio Christian Voice,Zambezi","Falls,Mosi-0-Tunya,Radio Christian Voice,Zambezi"
60623913,"Breeze,Feel Free,Maria,Q FM,Radio 1,", ,"Chikaya,Mphangwe,Parliament,Radio 2,Radio 4,Radio Christian Voice,Radio 1,","Breeze,Feel Free,Maria,Q FM,Radio 1","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1"
60625343,"Breeze,Maria,Radio 1,", ,"Feel Free,Q FM,Radio 2,Radio 4,Radio Christian Voice,Radio 1,","Breeze,Feel Free,Maria,Q FM,Radio 1","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1"
60626413,"Breeze,Maria,Radio 1,", ,"Feel Free,Mphangwe,Parliament,Q FM,Radio 2,Radio 4,Radio Christian Voice,Radio 1,","Breeze,Feel Free,Maria,Radio 1,","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Maria,Radio 1"
60627779,"Komboni,Millennium,Phoenix,", ,"5FM,Ama,BBC,Chongwe,Radio Christian Voice,Comet 10,EvelynHone,Hot FM,Joy,Kafue,One Love,Pan African,Parliament,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise,United Voice,UNZA Radio,Yatsani, Yangeni FM,","Komboni,Millennium,Radio Christian Voice,UNZA Radio,",Radio Christian Voice,Radio Christian Voice,"Komboni,Millennium,Radio Christian Voice,UNZA Radio","Komboni,Millennium,Radio Christian Voice,UNZA Radio"
60627780,"Komboni,", ,"BBC,Radio Christian Voice,Hot FM,Millennium,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Komboni,None,Komboni,Komboni,Komboni
60627781,"Komboni,", ,"None,",Komboni,None,None,Komboni,Komboni
60627782,"Radio 1,Radio Christian Voice,", ,"Ama,BBC,Chongwe,Radio Christian Voice,EvelynHone,Hot FM,Joy,Kafue,Komboni,Phoenix,Q FM,Radio 2,Radio 4,UNZA Radio,Yatsani, Yangeni FM,ZNBC MUSIC,",Komboni,None,None,None,Komboni
