SbjNum,Read or paged through a newspaper,Watched pay TV,Internet Users,Social Network Sites Users,Radio Listenership,Magazine Readership,TV Viewership,Watched Video/Movie using VCR,Watched VCD/ DVD,Music on CD,Music on IPOD/MP3 player,Watched pay TV e.g.DSTV,Email Access,Visit a Cinema,Sent SMS on Phone,Made a Call on Phone,Mobile Cinema or Projected,Book Reader,Promotion participant,Newspaper Online Readership,Radio Listenership - Mobile Phone,Promotion participant - SMS,Radio/TV Talk Show participant - SMS,Radio/TV Talk Show participant - Call,Attended/Participated in a road show,Community Education Meeting,Stereo tape,Watched Free to Air
134951482,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Never,Never,Past 4 Weeks,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Never,Never
135149962,Past 7 Days,Yesterday,Never,Past 12 Months,Past 7 Days,Past 7 Days,Yesterday,Never,Never,Never,Never,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 4 Weeks,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Never
134844660,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months
134980349,Past 4 Weeks,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Past 4 Weeks,Yesterday,Past 4 Weeks,Never,Past 4 Weeks,Never,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Yesterday,Never,Never,Never,Past 12 Months,Past 4 Weeks,Never,Never,Never
134980348,Past 4 Weeks,Never,Never,Never,Yesterday,Past 7 Days,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Yesterday,Past 7 Days,Past 7 Days,Past 7 Days,Past 12 Months,Never,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never
134761216,Past 12 Months,Never,Never,Never,Yesterday,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Never
134751345,Never,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Never,Never,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
135074744,Never,Past 4 Weeks,Never,Never,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Past 4 Weeks,Past 7 Days,Never,Past 4 Weeks,Never
134811394,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Never,Never,Never,Never,Never,Never,Yesterday
135149818,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 7 Days,Yesterday,Never,Past 4 Weeks,Never,Never,Past 7 Days,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never
134813953,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
134868595,Past 7 Days,Yesterday,Never,Never,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Never,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Past 12 Months,Past 7 Days,Never,Past 12 Months,Never
135075538,Past 12 Months,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 7 Days,Never,Past 12 Months,Past 12 Months,Never,Past 7 Days,Past 7 Days,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never
135036601,Past 4 Weeks,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Never,Past 4 Weeks,Never,Never,Never,Past 7 Days,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Never,Never
134761217,Never,Never,Never,Never,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 12 Months,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Never
134811155,Never,Yesterday,Never,Never,Yesterday,Past 4 Weeks,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Yesterday,Past 7 Days
135149816,Never,Never,Never,Never,Past 7 Days,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
134846531,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 12 Months,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
135074060,Past 4 Weeks,Past 12 Months,Never,Never,Yesterday,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Never,Never,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Never,Never
134811392,Past 7 Days,Yesterday,Never,Never,Yesterday,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 12 Months,Never,Past 7 Days,Never,Never,Never,Past 12 Months,Past 4 Weeks,Never,Never,Never
134816267,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 12 Months,Never,Yesterday,Past 12 Months,Never,Never,Past 12 Months,Past 7 Days,Never,Never,Never
134702134,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
134912072,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Yesterday,Never
134758115,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 7 Days,Past 4 Weeks,Past 12 Months,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never
134698371,Past 4 Weeks,Never,Never,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never
135117566,Past 4 Weeks,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never
134875272,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Yesterday,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never
134985485,Past 4 Weeks,Past 12 Months,Never,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Never,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Never,Never,Past 7 Days,Yesterday,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Never
135030183,Past 12 Months,Never,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Never
135149958,Past 4 Weeks,Past 12 Months,Never,Never,Past 4 Weeks,Yesterday,Past 4 Weeks,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Yesterday,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never
134912070,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Yesterday,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days
134875271,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
134947084,Past 12 Months,Never,Never,Never,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 12 Months,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Never
134949832,Past 4 Weeks,Past 12 Months,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 12 Months,Never,Yesterday,Never,Past 7 Days,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Never,Never
134985484,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134825187,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Past 7 Days,Yesterday,Never,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 4 Weeks,Never,Past 7 Days,Never
134825189,Past 12 Months,Never,Never,Never,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
134844661,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never
134883039,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Never,Never
134922606,Past 12 Months,Never,Never,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never
134922610,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
134949730,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
134994929,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134994936,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never
135030033,Never,Past 12 Months,Never,Never,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Past 12 Months,Never
135074059,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
135081106,Never,Never,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Yesterday,Never,Never,Never
135081107,Never,Past 12 Months,Never,Never,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never
135081112,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never
135117567,Never,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
135117569,Past 4 Weeks,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never
135117572,Past 12 Months,Never,Never,Never,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
135119021,Past 12 Months,Past 12 Months,Never,Never,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
135149862,Past 12 Months,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
135082283,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134582609,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
134585200,Never,Never,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134586700,Never,Never,Never,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134586701,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
134587082,Never,Past 4 Weeks,Never,Never,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never
134590022,Never,Never,Never,Never,Yesterday,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134624178,Never,Past 7 Days,Never,Never,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 7 Days,Yesterday,Yesterday,Never,Never,Never,Past 7 Days,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never,Never,Never
134655017,Past 7 Days,Yesterday,Never,Never,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Yesterday,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Never
134656281,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Past 4 Weeks,Yesterday,Never,Never,Past 12 Months,Never,Yesterday,Never,Never,Never,Past 12 Months,Past 4 Weeks,Never,Past 7 Days,Yesterday
134666483,Never,Yesterday,Never,Never,Past 7 Days,Never,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 4 Weeks,Never,Yesterday,Past 7 Days,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Past 12 Months,Past 4 Weeks,Never,Yesterday,Never
134666484,Past 12 Months,Yesterday,Never,Never,Past 4 Weeks,Never,Yesterday,Yesterday,Past 12 Months,Never,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Never,Yesterday,Never,Past 4 Weeks,Yesterday,Never,Never,Never,Never,Never,Never,Past 7 Days,Past 7 Days
134666747,Never,Never,Never,Never,Past 7 Days,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
134667531,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
134667534,Past 7 Days,Never,Never,Never,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Never
134667536,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never
134760802,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134844222,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
134918191,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134918193,Never,Never,Never,Never,Past 7 Days,Never,Past 12 Months,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
134918195,Never,Past 4 Weeks,Never,Never,Past 4 Weeks,Never,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134947085,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
134987542,Never,Never,Never,Never,Yesterday,Past 12 Months,Past 4 Weeks,Never,Past 4 Weeks,Never,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
135026251,Past 12 Months,Yesterday,Never,Never,Yesterday,Past 7 Days,Yesterday,Never,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Never,Past 7 Days,Past 4 Weeks,Never,Yesterday,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Yesterday,Never
135026252,Never,Past 12 Months,Never,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never
135026253,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
135026254,Never,Past 12 Months,Never,Never,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
135027905,Never,Never,Never,Never,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Past 4 Weeks,Never,Past 7 Days,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Never,Never
135028050,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
135028580,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Never,Never,Past 4 Weeks,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 12 Months,Never,Never
135028582,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 4 Weeks,Never,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
135028583,Past 12 Months,Never,Never,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
135036598,Past 12 Months,Never,Never,Never,Past 4 Weeks,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Yesterday,Yesterday,Never,Yesterday,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
135037757,Never,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
135074062,Never,Past 12 Months,Never,Never,Yesterday,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday,Never,Never,Never
135082282,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
135117571,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
135117575,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
135118312,Never,Never,Never,Never,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Never,Never,Past 4 Weeks,Yesterday,Never,Past 4 Weeks,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
