,Emmanuel TV  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Yesterday
391,13:15  -  13:29,60757631,North-Western,Solwezi,Rural,Male,0,None,C2,Primary school completed,Seventh Day Adventists,Working Full-Time,D,K 850-K 1674,No,25 – 34,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
392,14:15  -  14:29,60760177,Eastern,Petauke,Rural,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
393,14:45  -  14:59,60760177,Eastern,Petauke,Rural,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
394,6:00  -  6:14,60760177,Eastern,Petauke,Rural,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
395,14:00  -  14:14,60760177,Eastern,Petauke,Rural,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
396,6:30  -  6:44,60760177,Eastern,Petauke,Rural,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
397,14:30  -  14:44,60760177,Eastern,Petauke,Rural,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
398,6:45  -  6:59,60760177,Eastern,Petauke,Rural,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
399,7:00  -  7:14,60760177,Eastern,Petauke,Rural,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,35 – 44,"6:00  -  6:14,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
400,8:00  -  8:14,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"8:00  -  8:14,15:00  -  15:14,16:00  -  16:14"
401,15:00  -  15:14,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"8:00  -  8:14,15:00  -  15:14,16:00  -  16:14"
402,16:00  -  16:14,82192494,Southern,Livingstone,Urban,Female,1,None,C2,Some university,Other Christian,A business owner,C2,K 850-K 1674,Yes,19 – 24,"8:00  -  8:14,15:00  -  15:14,16:00  -  16:14"
403,11:15  -  11:29,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
404,10:45  -  10:59,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
405,11:00  -  11:14,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
406,11:30  -  11:44,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
407,10:15  -  10:29,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
408,11:45  -  11:59,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
409,10:00  -  10:14,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
410,10:30  -  10:44,82197832,North-Western,Solwezi,Urban,Female,0,None,C2,Some primary school,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
411,9:45  -  9:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
412,9:15  -  9:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
413,9:30  -  9:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
414,8:45  -  8:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
415,7:30  -  7:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
416,9:00  -  9:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
417,8:15  -  8:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
418,8:00  -  8:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
419,7:45  -  7:59,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
420,10:00  -  10:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
421,7:15  -  7:29,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
422,7:00  -  7:14,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
423,8:30  -  8:44,82213890,Eastern,Chipata,Urban,Male,0,None,C2,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
424,9:45  -  9:59,82267632,Copperbelt,Ndola,Urban,Male,2,Two or More,C2,Some university,Other Christian,Student,C2,Do not know,Yes,25 – 34,9:45  -  9:59
425,13:45  -  13:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
426,6:00  -  6:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
427,15:45  -  15:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
428,13:00  -  13:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
429,10:30  -  10:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
430,9:45  -  9:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
431,14:45  -  14:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
432,7:30  -  7:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
433,11:30  -  11:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
434,7:00  -  7:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
435,17:30  -  17:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
436,6:15  -  6:29,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
437,6:30  -  6:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
438,7:45  -  7:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
439,6:45  -  6:59,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
440,9:00  -  9:14,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
441,12:15  -  12:29,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
442,7:15  -  7:29,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
443,16:30  -  16:44,82283478,Eastern,Chipata,Rural,Female,1,None,C2,Primary school completed,Other Christian,A housewife/househusband,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,9:00  -  9:14,9:45  -  9:59,10:30  -  10:44,11:30  -  11:44,12:15  -  12:29,13:00  -  13:14,13:45  -  13:59,14:45  -  14:59,15:45  -  15:59,16:30  -  16:44,17:30  -  17:44"
444,8:15  -  8:29,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
445,8:00  -  8:14,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
446,8:30  -  8:44,82362069,North-Western,Solwezi,Rural,Male,1,None,C2,Some high school,Other Christian,A subsistence farmer/fisherman,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
447,9:45  -  9:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
448,9:30  -  9:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
449,9:15  -  9:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
450,10:45  -  10:59,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
451,9:00  -  9:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
452,10:15  -  10:29,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
453,10:00  -  10:14,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
454,10:30  -  10:44,82369701,Eastern,Chipata,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,C2,Under K 849,No,25 – 34,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
455,9:30  -  9:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
456,6:00  -  6:14,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
457,10:15  -  10:29,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
458,10:30  -  10:44,82372905,Eastern,Chipata,Urban,Female,1,None,C2,Some high school,Other Christian,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
