,African magic  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African magic  Yesterday
1446,11:00  -  11:14,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1447,15:45  -  15:59,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1448,16:15  -  16:29,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1449,15:15  -  15:29,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1450,17:45  -  17:59,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1451,14:30  -  14:44,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1452,11:30  -  11:44,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1453,14:15  -  14:29,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1454,15:00  -  15:14,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1455,17:30  -  17:44,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1456,12:15  -  12:29,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1457,4:15  -  4:29,60741310,Copperbelt,Ndola,Rural,Male,1,None,C2,Some primary school,Roman Catholic,Working Full-Time,C1,"K 5,365  -  K 6,102",No,45+,4:15  -  4:29
1458,12:45  -  12:59,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1459,13:45  -  13:59,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1460,14:00  -  14:14,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1461,12:30  -  12:44,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1462,14:30  -  14:44,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1463,14:15  -  14:29,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1464,13:00  -  13:14,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1465,15:00  -  15:14,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1466,13:15  -  13:29,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1467,13:30  -  13:44,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1468,12:00  -  12:14,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1469,14:45  -  14:59,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1470,12:15  -  12:29,60745976,Copperbelt,Kalulushi,Rural,Male,1,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],D,"K 3,891  -  K 4,627",Yes,19 – 24,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14"
1471,17:15  -  17:29,60748702,Southern,Mazabuka,Rural,Female,1,None,C2,Completed high School,Other Christian,Working Part-Time,D,Under K 849,Yes,19 – 24,17:15  -  17:29
1472,19:00  -  19:14,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1473,18:45  -  18:59,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1474,17:15  -  17:29,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1475,16:45  -  16:59,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1476,17:00  -  17:14,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1477,18:15  -  18:29,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1478,18:00  -  18:14,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1479,19:15  -  19:29,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1480,18:30  -  18:44,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1481,17:45  -  17:59,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1482,17:30  -  17:44,60748711,Southern,Mazabuka,Rural,Female,0,None,C2,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1483,19:45  -  19:59,60749750,Copperbelt,Chilililabombwe,Rural,Male,2,None,C2,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
1484,21:00  -  21:14,60749750,Copperbelt,Chilililabombwe,Rural,Male,2,None,C2,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
1485,20:45  -  20:59,60749750,Copperbelt,Chilililabombwe,Rural,Male,2,None,C2,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
1486,20:15  -  20:29,60749750,Copperbelt,Chilililabombwe,Rural,Male,2,None,C2,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
1487,21:15  -  21:29,60749750,Copperbelt,Chilililabombwe,Rural,Male,2,None,C2,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
1488,20:30  -  20:44,60749750,Copperbelt,Chilililabombwe,Rural,Male,2,None,C2,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
1489,20:00  -  20:14,60749750,Copperbelt,Chilililabombwe,Rural,Male,2,None,C2,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
1490,22:15  -  22:29,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1491,21:00  -  21:14,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1492,20:45  -  20:59,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1493,22:00  -  22:14,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1494,21:30  -  21:44,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1495,21:15  -  21:29,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1496,20:30  -  20:44,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1497,22:30  -  22:44,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1498,21:45  -  21:59,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1499,22:45  -  22:59,60753402,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Other Christian,Housewife,Do not know,Under K 849,Yes,25 – 34,"20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1500,19:00  -  19:14,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1501,18:45  -  18:59,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1502,18:15  -  18:29,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1503,18:00  -  18:14,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1504,19:15  -  19:29,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1505,18:30  -  18:44,60753405,Copperbelt,Chingola,Rural,Female,2,None,C2,Some primary school,Roman Catholic,Housewife,Do not know,Do not know,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29"
1506,21:00  -  21:14,60753406,Copperbelt,Chingola,Rural,Female,1,None,C2,No formal education,Other Christian,Housewife,Do not know,Do not know,Yes,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1507,20:45  -  20:59,60753406,Copperbelt,Chingola,Rural,Female,1,None,C2,No formal education,Other Christian,Housewife,Do not know,Do not know,Yes,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1508,22:00  -  22:14,60753406,Copperbelt,Chingola,Rural,Female,1,None,C2,No formal education,Other Christian,Housewife,Do not know,Do not know,Yes,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1509,21:30  -  21:44,60753406,Copperbelt,Chingola,Rural,Female,1,None,C2,No formal education,Other Christian,Housewife,Do not know,Do not know,Yes,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1510,20:15  -  20:29,60753406,Copperbelt,Chingola,Rural,Female,1,None,C2,No formal education,Other Christian,Housewife,Do not know,Do not know,Yes,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1511,21:15  -  21:29,60753406,Copperbelt,Chingola,Rural,Female,1,None,C2,No formal education,Other Christian,Housewife,Do not know,Do not know,Yes,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1512,20:30  -  20:44,60753406,Copperbelt,Chingola,Rural,Female,1,None,C2,No formal education,Other Christian,Housewife,Do not know,Do not know,Yes,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1513,21:45  -  21:59,60753406,Copperbelt,Chingola,Rural,Female,1,None,C2,No formal education,Other Christian,Housewife,Do not know,Do not know,Yes,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
1514,20:00  -  20:14,60753406,Copperbelt,Chingola,Rural,Female,1,None,C2,No formal education,Other Christian,Housewife,Do not know,Do not know,Yes,45+,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
