,Zambezi Magic  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Zambezi Magic  Yesterday
1395,10:45  -  10:59,60677631,Copperbelt,Chilililabombwe,Rural,Female,2,One,C2,Primary school completed,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,45+,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
1396,10:00  -  10:14,60677631,Copperbelt,Chilililabombwe,Rural,Female,2,One,C2,Primary school completed,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,45+,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
1397,9:30  -  9:44,60677631,Copperbelt,Chilililabombwe,Rural,Female,2,One,C2,Primary school completed,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,45+,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
1398,8:30  -  8:44,60677631,Copperbelt,Chilililabombwe,Rural,Female,2,One,C2,Primary school completed,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,45+,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
1399,10:30  -  10:44,60677631,Copperbelt,Chilililabombwe,Rural,Female,2,One,C2,Primary school completed,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,45+,"8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
1400,11:15  -  11:29,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"10:00  -  10:14,10:15  -  10:29,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
1401,12:45  -  12:59,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"10:00  -  10:14,10:15  -  10:29,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
1402,10:15  -  10:29,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"10:00  -  10:14,10:15  -  10:29,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
1403,12:00  -  12:14,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"10:00  -  10:14,10:15  -  10:29,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
1404,11:00  -  11:14,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"10:00  -  10:14,10:15  -  10:29,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
1405,12:30  -  12:44,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"10:00  -  10:14,10:15  -  10:29,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
1406,10:45  -  10:59,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"10:00  -  10:14,10:15  -  10:29,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
1407,10:00  -  10:14,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"10:00  -  10:14,10:15  -  10:29,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
1408,12:15  -  12:29,60688039,Eastern,Petauke,Urban,Female,0,None,C2,Some primary school,Roman Catholic,Working Full-Time,D,Under K 849,No,45+,"10:00  -  10:14,10:15  -  10:29,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59"
1409,11:45  -  11:59,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1410,10:00  -  10:14,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1411,12:45  -  12:59,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1412,13:00  -  13:14,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1413,13:15  -  13:29,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1414,11:15  -  11:29,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1415,12:00  -  12:14,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1416,10:45  -  10:59,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1417,10:30  -  10:44,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1418,10:15  -  10:29,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1419,11:00  -  11:14,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1420,13:45  -  13:59,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1421,13:30  -  13:44,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1422,14:45  -  14:59,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1423,14:15  -  14:29,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1424,14:30  -  14:44,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1425,12:30  -  12:44,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1426,11:30  -  11:44,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1427,14:00  -  14:14,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1428,12:15  -  12:29,60713275,Central,Chibombo,Urban,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59"
1429,22:15  -  22:29,60720615,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,C2,"K 2,500   -  K 3,154",No,45+,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1430,22:45  -  22:59,60720615,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,C2,"K 2,500   -  K 3,154",No,45+,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1431,21:45  -  21:59,60720615,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,C2,"K 2,500   -  K 3,154",No,45+,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1432,22:00  -  22:14,60720615,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,C2,"K 2,500   -  K 3,154",No,45+,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1433,21:15  -  21:29,60720615,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,C2,"K 2,500   -  K 3,154",No,45+,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1434,22:30  -  22:44,60720615,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,C2,"K 2,500   -  K 3,154",No,45+,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1435,21:00  -  21:14,60720615,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,C2,"K 2,500   -  K 3,154",No,45+,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1436,21:30  -  21:44,60720615,North-Western,Solwezi,Rural,Male,1,None,C2,Primary school completed,Anglican/Protestant,Retired - voluntary scholarspensioners,C2,"K 2,500   -  K 3,154",No,45+,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
1437,11:45  -  11:59,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1438,12:45  -  12:59,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1439,16:15  -  16:29,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1440,15:00  -  15:14,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1441,13:00  -  13:14,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1442,11:15  -  11:29,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1443,12:00  -  12:14,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1444,16:45  -  16:59,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1445,15:15  -  15:29,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1446,17:45  -  17:59,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1447,15:45  -  15:59,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1448,11:00  -  11:14,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
1449,17:30  -  17:44,60720616,North-Western,Solwezi,Rural,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",No,25 – 34,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,15:00  -  15:14,15:15  -  15:29,15:45  -  15:59,16:15  -  16:29,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59"
